chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_S_1	NES_E_S_2	NES_E_S_3	NES_E_S_4
chr1	 60997767	 60997787	chr1-8846	    7.05	+	ENSG00000162599	NFIA	intron|Other	Other	Other	2	2.963083e-05	0	1	0	0	1	1	0	0	0	1	0	1	0	2	1	2	10	0	0	2.070822e-06	1.770604e-06
chr1	 61089710	 61089730	chr1-131	  127.80	+	ENSG00000162599	NFIA	downstream 10K|intron|Other|CDS_Retained_intron	Other	Other	4	0.0003122409	3	3	3	3	2	1	1	0	1	4	1	1	0	2	1	0	26	2.614037e-05	0	0	1.593544e-05
chr1	 61089710	 61089730	chr1-131	  127.80	+	ENSG00000162599	NFIA	downstream 10K|intron|Other|CDS_Retained_intron	Other	Other	4	0.0003122409	3	3	3	3	2	1	1	0	1	4	1	1	0	2	1	0	26	2.614037e-05	0	0	1.593544e-05
chr1	 63924937	 63924957	chr1-26458	    3.08	-			unannotated	UnAn	UnAn	1	7.199656e-06	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr1	 64304767	 64304787	chr1-9149	    8.37	+			TE|unannotated	TE	TE	2	0.0001149602	0	1	0	0	1	1	0	0	0	0	0	1	0	2	0	4	10	0	0	4.141644e-06	1.770604e-06
chr1	 65228732	 65228752	chr1-29	  261.80	+	ENSG00000162433	AK4	3'UTR|TE|Other	3'UTR	3'UTR	3	0.0006996547	3	3	3	3	2	1	1	1	1	4	0	1	1	2	2	3	31	2.614037e-05	0	2.070822e-06	0
chr1	 65572290	 65572310	chr1-34905	    2.20	-				UnAn	UnAn	0	1.304734e-05	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	6	0	0	2.070822e-06	1.770604e-06
chr1	 66985814	 66985834	chr1-17409	    3.97	-			unannotated	UnAn	UnAn	1	1.090565e-05	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	2	7	0	0	2.070822e-06	1.770604e-06
chr1	 66985836	 66985856	chr1-41	  172.80	+	ENSG00000198160	MIER1	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0006001378	3	3	3	3	2	2	2	1	2	4	1	1	2	2	2	3	36	0	0	1.035411e-05	5.311812e-06
chr1	 67410330	 67410350	chr1-356	   89.00	-	ENSG00000142864	SERBP1	3'UTR	3'UTR	3'UTR	1	0.0002995313	3	3	3	3	1	1	1	1	2	3	2	1	0	2	2	2	30	0	1.312112e-05	2.070822e-06	0
chr1	 67996327	 67996347	chr1-10467	    9.25	-			unannotated	UnAn	UnAn	1	4.266613e-05	0	0	0	2	2	1	1	1	0	0	2	0	0	2	0	1	12	0	0	8.283288e-06	5.311812e-06
chr1	 70252499	 70252519	chr1-164	  132.20	+	ENSG00000116754	SRSF11	3'UTR	3'UTR	3'UTR	1	0.000328658	3	3	3	3	2	2	2	1	2	4	3	2	0	2	2	3	37	0	1.312112e-05	8.283288e-06	0
chr1	 70260721	 70260741	chr1-2918	   21.20	-	ENSG00000118454	ANKRD13C	3'UTR	3'UTR	3'UTR	1	7.598694e-05	1	3	3	3	1	1	0	0	1	3	1	1	0	2	1	2	23	0	1.312112e-05	2.070822e-06	0
chr1	 73265650	 73265670	chr1-27454	    3.97	+			TE|unannotated	TE	TE	2	2.147961e-05	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0	2	7	0	0	4.141644e-06	1.770604e-06
chr1	 75787124	 75787144	chr1-257	  399.70	+	ENSG00000117054	ACADM	downstream 10K|intron|snoRNA	snoRNA	snoRNA	3	0.001005717	3	3	3	1	2	2	2	2	2	3	2	4	1	3	2	1	36	0	2.624224e-05	3.520398e-05	1.416483e-05
chr1	 75787948	 75787968	chr1-282	  382.10	+	ENSG00000137955	RABGGTB	downstream 10K|intron|snoRNA	snoRNA	snoRNA	3	0.001104825	3	3	2	2	2	2	2	2	3	3	2	2	2	3	1	2	36	0	3.936336e-05	4.348726e-05	1.947664e-05
chr1	 75789522	 75789542	chr1-200	  149.40	+	ENSG00000137955	RABGGTB	downstream 10K|intron|snoRNA	snoRNA	snoRNA	3	0.001051219	3	3	3	1	2	2	2	2	3	4	3	3	2	3	1	3	40	5.228075e-05	0	3.934562e-05	7.082416e-06
chr1	 76958710	 76958730	chr1-2854	   26.90	-			unannotated	UnAn	UnAn	1	0.0003362112	3	2	0	1	2	2	1	1	1	1	2	4	0	2	3	0	25	2.614037e-05	0	0	5.311812e-06
chr1	 77772983	 77773003	chr1-772	   29.50	-				UnAn	UnAn	0	0.0003777963	3	3	3	3	2	2	1	2	1	3	2	1	1	2	3	3	35	5.228075e-05	0	0	1.770604e-06
chr1	 77773122	 77773142	chr1-1352	  181.60	-				UnAn	UnAn	0	0.0003829205	3	3	3	3	2	2	1	0	0	4	1	1	0	3	2	3	31	0	1.312112e-05	2.070822e-06	1.770604e-06
chr1	 77773603	 77773623	chr1-1209	  189.50	-				UnAn	UnAn	0	0.0007469851	3	3	3	3	2	2	1	2	1	4	1	2	1	4	4	6	42	7.842112e-05	5.248448e-05	4.141644e-06	3.541208e-06
chr1	 77809887	 77809907	chr1-3240	   20.30	-				UnAn	UnAn	0	0.000149856	1	2	3	3	0	1	0	2	0	2	0	0	0	3	2	3	22	2.614037e-05	2.624224e-05	2.070822e-06	0
chr1	 81183817	 81183837	chr1-43180	    2.20	+			unannotated	UnAn	UnAn	1	8.252417e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	4	0	0	4.141644e-06	1.770604e-06
chr1	 81260716	 81260736	chr1-38564	    3.08	-			unannotated	UnAn	UnAn	1	1.160935e-05	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	5	0	0	4.141644e-06	3.541208e-06
chr1	 85592333	 85592353	chr1-28457	    7.49	+	ENSG00000199934	SNORD81	downstream 10K|TE|snoRNA	snoRNA	snoRNA	3	3.876185e-05	0	0	0	0	1	1	1	1	0	0	1	0	0	2	0	0	7	0	0	4.141644e-06	1.770604e-06
chr1	 86954041	 86954061	chr1-960	   35.30	+	ENSG00000153936	HS2ST1	intron|Other	Other	Other	2	0.0004518277	0	1	2	1	1	1	0	0	1	2	1	2	0	2	4	3	21	0	0	4.141644e-06	8.85302e-06
chr1	 86964837	 86964857	chr1-889	   37.00	+	ENSG00000153936	HS2ST1	intron	intron	intron	1	0.0001290682	3	3	2	3	2	2	1	2	1	3	1	1	0	2	1	0	27	0	1.312112e-05	0	1.770604e-06
chr1	 88276893	 88276913	chr1-13082	    6.61	+			Other|unannotated	Other	Other	2	2.251944e-05	0	0	0	0	1	1	0	0	0	0	0	2	0	2	1	2	9	0	0	4.141644e-06	1.770604e-06
chr1	 88834130	 88834150	chr1-717	   89.90	+	ENSG00000065243	PKN2	3'UTR	3'UTR	3'UTR	1	0.0002692465	3	3	3	3	2	1	1	2	1	3	1	1	0	2	0	2	28	7.842112e-05	0	2.070822e-06	0
chr1	 89715253	 89715273	chr1-1024	   27.30	+	ENSG00000171488	LRRC8C	3'UTR|intron	3'UTR	3'UTR	2	7.768296e-05	3	3	3	3	1	1	1	1	1	2	0	0	0	2	1	2	24	0	1.312112e-05	0	1.770604e-06
chr1	 89819534	 89819554	chr1-49104	    2.20	-				UnAn	UnAn	0	8.789596e-06	1	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	6	0	0	2.070822e-06	1.770604e-06
chr1	 89935859	 89935879	chr1-87	  297.00	+	ENSG00000171492	LRRC8D	3'UTR	3'UTR	3'UTR	1	0.0008442989	3	3	3	3	2	2	1	1	3	5	0	2	1	2	3	5	39	0	1.312112e-05	0	5.311812e-06
chr1	 90099882	 90099902	chr1-38926	    2.64	+			TE|TE|unannotated	TE	TE	3	1.126558e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	5	0	0	2.070822e-06	1.770604e-06
chr1	 90970322	 90970342	chr1-7929	    7.93	-	ENSG00000122482	ZNF644	intron	intron	intron	1	4.650812e-05	1	2	2	3	1	2	1	0	0	1	0	0	0	2	0	0	15	2.614037e-05	0	0	1.770604e-06
chr1	 90987258	 90987278	chr1-5778	   13.70	-	ENSG00000122482	ZNF644	intron	intron	intron	1	0.0002214234	0	2	2	0	1	1	1	0	0	1	1	2	0	2	2	2	17	0	0	6.212466e-06	3.541208e-06
chr1	 91387274	 91387294	chr1-273	   66.10	-	ENSG00000162669	HFM1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0004194273	3	3	3	3	2	2	2	2	1	3	3	2	1	2	3	3	38	0	0	4.141644e-06	1.062362e-05
chr1	 91387368	 91387388	chr1-167	  102.20	-	ENSG00000162669	HFM1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0004990314	3	3	3	2	2	2	2	2	3	3	3	2	1	2	2	3	38	0	0	1.035411e-05	8.85302e-06
chr1	 91387428	 91387448	chr1-172	   91.70	-	ENSG00000162669	HFM1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0005234024	3	3	3	2	2	2	2	0	3	5	2	3	2	2	2	1	37	0	0	1.449575e-05	1.770604e-05
chr1	 91855584	 91855604	chr1-8921	    7.93	-	ENSG00000069702	TGFBR3	intron	intron	intron	1	2.257115e-05	2	3	1	1	0	0	0	0	0	1	0	0	0	2	2	2	14	0	0	2.070822e-06	3.541208e-06
chr1	 92624695	 92624715	chr1-32706	    2.64	+			Other|unannotated	Other	Other	2	1.768432e-05	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	6	0	0	2.070822e-06	1.770604e-06
chr1	 93101375	 93101395	chr1-9841	    8.81	-			unannotated	UnAn	UnAn	1	2.942158e-05	1	0	0	0	1	1	0	0	0	1	1	1	0	2	1	2	11	0	0	4.141644e-06	1.770604e-06
chr1	 93362489	 93362509	chr1-2512	   18.50	+	ENSG00000117505	DR1	3'UTR	3'UTR	3'UTR	1	0.0001584514	2	2	3	3	2	2	1	2	1	3	1	0	0	2	2	4	30	2.614037e-05	0	2.070822e-06	0
chr1	 93362852	 93362872	chr1-374	   71.40	+	ENSG00000117505	DR1	3'UTR|Other	3'UTR	3'UTR	2	0.0003308989	1	3	3	3	0	2	2	1	1	3	1	1	2	2	2	3	30	2.614037e-05	1.312112e-05	0	0
chr1	 93553895	 93553915	chr1-4563	   20.30	+	ENSG00000137942	FNBP1L	3'UTR	3'UTR	3'UTR	1	8.122734e-05	0	3	1	3	1	1	1	0	1	3	2	0	0	2	1	0	19	2.614037e-05	1.312112e-05	0	0
chr1	 93888615	 93888635	chr1-3824	   15.00	-	ENSG00000023909	GCLM	3'UTR	3'UTR	3'UTR	1	6.493428e-05	1	3	2	2	0	1	0	0	1	2	0	0	1	2	0	1	16	0	1.312112e-05	0	1.770604e-06
chr1	 94518376	 94518396	chr1-9	  760.70	+	ENSG00000117528	ABCD3	3'UTR	3'UTR	3'UTR	1	0.002615808	3	3	3	3	2	2	2	1	2	4	3	3	2	4	4	6	47	2.614037e-05	5.248448e-05	2.070822e-06	1.770604e-06
chr1	 94523984	 94524004	chr1-8821	    7.05	-			downstream 10K	DS10K	DS10K	1	3.481021e-05	0	0	1	0	1	1	0	1	0	0	1	1	1	2	0	1	10	0	0	2.070822e-06	5.311812e-06
chr1	 94897222	 94897242	chr1-1668	   22.50	-	ENSG00000117519	CNN3	3'UTR	3'UTR	3'UTR	1	0.0001257547	0	2	3	3	2	2	2	1	1	3	0	1	1	2	1	1	25	0	1.312112e-05	0	1.770604e-06
chr1	 94897349	 94897369	chr1-1	 1901.70	-	ENSG00000117519	CNN3	3'UTR	3'UTR	3'UTR	1	0.006841734	3	3	3	3	2	2	2	2	3	5	4	4	2	4	5	5	52	0.0002875441	3.936336e-05	8.283288e-06	4.780631e-05
chr1	 94999346	 94999366	chr1-10642	    5.73	-	ENSG00000172339	ALG14	intron	intron	intron	1	1.761292e-05	0	0	1	1	1	1	0	0	0	0	1	1	0	2	0	1	9	0	0	4.141644e-06	3.541208e-06
chr1	 96448397	 96448417	chr1-3442	   12.30	+				UnAn	UnAn	0	6.070517e-05	1	1	3	3	1	2	0	0	0	3	1	0	0	2	1	2	20	0	1.312112e-05	0	1.770604e-06
chr1	 97203790	 97203810	chr1-49525	    2.20	+	ENSG00000232878	DPYD-AS1	intron|Other|lncRNA	lncRNA	ncRNA	3	6.674828e-06	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	4.141644e-06	1.770604e-06
chr1	 97943241	 97943261	chr1-9003	    8.37	+			Other|unannotated	Other	Other	2	3.046921e-05	0	0	0	0	1	1	0	0	0	2	0	0	0	2	2	2	10	0	0	4.141644e-06	1.770604e-06
chr1	 99824319	 99824339	chr1-42912	    2.20	-			unannotated	UnAn	UnAn	1	1.698713e-05	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	5	0	1.312112e-05	0	1.770604e-06
chr1	 99901382	 99901402	chr1-30672	    3.08	+	ENSG00000162688	AGL	downstream 10K|intron|TE|CDS_Retained_intron	TE	TE	4	1.061342e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	6	0	0	2.070822e-06	3.541208e-06
chr1	100082803	100082823	chr1-9006	    7.93	+	ENSG00000156875	MFSD14A	3'UTR	3'UTR	3'UTR	1	3.786682e-05	1	2	2	2	1	1	0	0	0	1	0	0	0	2	0	0	12	0	1.312112e-05	4.141644e-06	0
chr1	100975851	100975871	chr1-21	  419.60	+	ENSG00000162695	SLC30A7	3'UTR|Other	3'UTR	3'UTR	2	0.001310291	3	3	3	3	2	2	1	2	2	4	2	2	0	2	4	5	40	2.614037e-05	1.312112e-05	0	0
chr1	101896672	101896692	chr1-41644	    2.20	-	ENSG00000118733	OLFM3	intron|TE	TE	TE	2	1.042651e-05	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	4	0	0	2.070822e-06	3.541208e-06
chr1	106872739	106872759	chr1-14071	    8.37	-			unannotated	UnAn	UnAn	1	6.502961e-05	0	3	2	2	0	1	0	0	0	1	0	0	0	2	1	1	13	2.614037e-05	1.312112e-05	0	0
chr1	107570827	107570847	chr1-909	  188.60	-			downstream 10K	DS10K	DS10K	1	0.001731049	2	2	3	3	1	2	1	1	2	1	2	2	2	2	4	5	35	0	0	0.0003168358	4.603571e-05
chr1	108135439	108135459	chr1-1321	   26.90	-	ENSG00000085491	SLC25A24	3'UTR	3'UTR	3'UTR	1	8.904903e-05	3	3	3	3	1	2	1	0	0	3	0	1	0	2	1	2	25	0	0	2.070822e-06	1.770604e-06
chr1	108503750	108503770	chr1-40446	    2.20	-			TE	TE	TE	1	1.45606e-05	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	4	0	0	4.141644e-06	1.770604e-06
chr1	108931077	108931097	chr1-482	   65.70	-	ENSG00000121940	CLCC1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0003116543	2	3	3	3	2	2	1	1	3	3	1	2	1	2	2	4	35	5.228075e-05	1.312112e-05	0	0
chr1	108931610	108931630	chr1-110	  119.90	-	ENSG00000121940	CLCC1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.000353086	3	3	3	3	2	1	1	1	2	3	0	1	0	3	0	3	29	2.614037e-05	1.312112e-05	1.035411e-05	0
chr1	109312494	109312514	chr1-52	  184.70	-	ENSG00000134243	SORT1	3'UTR	3'UTR	3'UTR	1	0.0006869459	3	3	3	3	2	2	1	1	3	3	1	2	1	2	3	5	38	0	1.312112e-05	0	7.082416e-06
chr1	109591540	109591560	chr1-6924	    8.37	-	ENSG00000206832	RNU6V	snRNA	snRNA	ncRNA	1	2.942053e-05	1	1	0	0	2	1	0	0	2	1	1	1	0	2	1	0	13	0	0	6.212466e-06	1.770604e-06
chr1	109982433	109982453	chr1-35350	    2.64	+			Other	Other	Other	1	1.013105e-05	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr1	111184868	111184888	chr1-27	  301.90	+	ENSG00000134255	CEPT1	3'UTR|Other	3'UTR	3'UTR	2	0.0008922976	3	3	3	3	2	2	2	1	2	4	2	2	2	2	2	4	39	0	0	1.656658e-05	2.124725e-05
chr1	112670380	112670400	chr1-8	  637.70	+	ENSG00000116489	CAPZA1	3'UTR|Other	3'UTR	3'UTR	2	0.002941069	3	3	3	3	2	2	1	2	3	5	4	4	2	4	3	7	51	7.842112e-05	1.312112e-05	2.899151e-05	8.85302e-06
chr1	113731901	113731921	chr1-23881	    3.97	+			TE|unannotated	TE	TE	2	0.000161767	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	2	7	0	0	2.070822e-06	1.770604e-06
chr1	114652666	114652686	chr1-34352	    2.64	-	ENSG00000175984	DENND2C	intron	intron	intron	1	8.764092e-06	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr1	114773264	114773284	chr1-70	  148.10	-	ENSG00000052723	SIKE1	3'UTR	3'UTR	3'UTR	1	0.0005836704	3	3	3	3	2	2	2	1	2	5	1	2	2	2	3	2	38	0	1.312112e-05	0	3.541208e-06
chr1	114773825	114773845	chr1-327	  110.20	-	ENSG00000052723	SIKE1	3'UTR	3'UTR	3'UTR	1	0.0002843431	3	2	3	3	1	2	2	1	2	3	2	1	0	2	1	2	30	2.614037e-05	0	2.070822e-06	0
chr1	115169283	115169303	chr1-5648	   11.00	-			unannotated	UnAn	UnAn	1	0.0002158929	0	1	1	0	1	1	0	0	0	0	1	1	0	2	2	3	13	0	0	4.141644e-06	1.770604e-06
chr1	117848269	117848289	chr1-197	   70.50	-			unannotated	UnAn	UnAn	1	0.0002596217	2	3	3	3	1	1	1	0	1	4	0	1	0	2	1	3	26	2.614037e-05	1.312112e-05	0	0
chr1	120156587	120156607	chr1-77	  152.90	-	ENSG00000265808	SEC22B	3'UTR	3'UTR	3'UTR	1	0.00053212	3	3	3	3	2	2	1	1	1	4	2	2	2	2	2	5	38	0	0	2.277904e-05	1.062362e-05
chr1	120278715	120278735	chr1-18223	    6.17	-	ENSG00000290569		intron|lncRNA	lncRNA	ncRNA	2	3.885831e-05	0	3	2	1	0	0	0	0	0	3	0	0	0	2	0	0	11	2.614037e-05	0	0	1.770604e-06
chr1	120328565	120328585	chr1-2536	   16.30	-	ENSG00000290569		intron|lncRNA	lncRNA	ncRNA	2	6.285496e-05	3	3	2	3	1	1	1	0	0	0	1	0	1	2	0	0	18	0	1.312112e-05	0	1.770604e-06
chr1	120609252	120609272	chr1-47841	    1.76	+			unannotated	UnAn	UnAn	1	1.392103e-05	0	1	0	0	1	0	1	0	0	0	2	0	0	2	0	0	7	0	0	2.070822e-06	3.541208e-06
chr1	120778610	120778630	chr1-20344	    4.85	+	ENSG00000273136	NBPF26	intron|Other	Other	Other	2	9.245276e-05	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	2	7	0	0	4.141644e-06	1.770604e-06
chr1	120850845	120850865	chr1-2778	   18.10	-	ENSG00000275538	RNVU1-19	lncRNA|snRNA	lncRNA	ncRNA	2	0.0001442322	3	1	1	1	2	2	1	1	2	1	0	2	1	2	1	0	21	0	0	2.070822e-06	3.541208e-06
chr1	121388443	121388463	chr1-1452	   19.80	+	ENSG00000171943	SRGAP2C	3'UTR	3'UTR	3'UTR	1	0.0001137925	1	1	3	3	2	2	1	1	0	2	1	1	0	3	2	2	25	2.614037e-05	1.312112e-05	2.070822e-06	0
chr1	143729443	143729463	chr1-2482	   19.80	-	ENSG00000206737	RNVU1-18	snRNA	snRNA	ncRNA	1	0.0001014562	3	2	1	1	2	2	1	1	1	0	2	1	1	2	0	2	22	0	0	4.141644e-06	1.770604e-06
chr1	143729537	143729557	chr1-752	   58.20	-	ENSG00000206737	RNVU1-18	snRNA	snRNA	ncRNA	1	0.0006882871	3	3	3	2	2	2	2	2	1	4	4	3	1	4	4	1	41	5.228075e-05	1.312112e-05	6.212466e-06	8.85302e-06
chr1	144068946	144068966	chr1-1299	   22.00	+				UnAn	UnAn	0	0.0001261485	1	2	3	3	2	2	0	0	0	3	1	2	1	2	2	2	26	2.614037e-05	0	2.070822e-06	0
chr1	144213944	144213964	chr1-40165	    3.08	-			TE|unannotated	TE	TE	2	1.579079e-05	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	6	0	0	2.070822e-06	1.770604e-06
chr1	144412596	144412616	chr1-31604	    2.64	+	ENSG00000207205	RNVU1-15	snRNA	snRNA	ncRNA	1	7.974396e-05	0	2	0	0	1	1	0	1	0	1	1	0	0	2	0	0	9	0	0	2.070822e-06	1.770604e-06
chr1	144419317	144419337	chr1-51815	    4.85	+			tRNA	tRNA	ncRNA	1	8.200373e-05	1	0	1	1	2	1	0	0	1	2	1	0	1	2	0	0	13	0	0	2.070822e-06	1.770604e-06
chr1	144560694	144560714	chr1-1523	   24.70	-	ENSG00000277918	RNVU1-28	snRNA	snRNA	ncRNA	1	0.0001042404	3	3	1	1	1	2	1	0	2	2	1	3	1	2	0	2	25	0	0	2.070822e-06	1.770604e-06
chr1	144560800	144560820	chr1-1069	   44.50	-	ENSG00000277918	RNVU1-28	snRNA	snRNA	ncRNA	1	0.0002669317	2	3	0	1	2	2	1	1	1	1	3	3	1	3	2	1	27	0	2.624224e-05	2.070822e-06	5.311812e-06
chr1	145281129	145281149	chr1-12868	    6.61	+	ENSG00000207501	RNVU1-14	lncRNA|snRNA	lncRNA	ncRNA	2	2.997718e-05	1	0	1	0	2	1	0	0	0	0	1	1	1	2	0	0	10	0	0	2.070822e-06	5.311812e-06
chr1	145287815	145287835	chr1-4325	   25.60	+			tRNA	tRNA	ncRNA	1	0.000910248	3	3	3	3	2	2	1	1	1	4	2	3	3	4	3	4	42	7.842112e-05	2.624224e-05	4.141644e-06	3.541208e-06
chr1	145465643	145465663	chr1-12839	    5.29	-	ENSG00000270722	RNVU1-31	snRNA	snRNA	ncRNA	1	3.288265e-05	1	0	1	0	1	1	0	1	1	1	0	1	0	2	0	1	11	0	0	2.070822e-06	1.770604e-06
chr1	145465747	145465767	chr1-969	   42.30	-	ENSG00000270722	RNVU1-31	snRNA	snRNA	ncRNA	1	0.0002301452	3	3	2	3	2	2	2	1	1	2	4	3	1	3	1	1	34	0	1.312112e-05	4.141644e-06	5.311812e-06
chr1	146037085	146037105	chr1-38246	    2.64	+			tRNA|unannotated	tRNA	ncRNA	2	1.732185e-05	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr1	146301275	146301295	chr1-281	   68.30	+			Other	Other	Other	1	0.0002192117	0	2	3	3	2	2	1	1	2	3	1	0	0	3	2	3	28	2.614037e-05	1.312112e-05	4.141644e-06	0
chr1	146321394	146321414	chr1-90	  146.80	-	ENSG00000290578		lncRNA	lncRNA	ncRNA	1	0.000496828	3	3	3	3	2	2	1	1	1	4	2	2	2	2	2	4	37	0	0	2.277904e-05	8.85302e-06
chr1	146376819	146376839	chr1-558	   80.20	+	ENSG00000273768	RNVU1-29	snRNA	snRNA	ncRNA	1	0.0006448958	3	3	1	3	2	2	2	2	3	4	4	4	2	4	2	2	43	2.614037e-05	1.312112e-05	8.283288e-06	5.311812e-06
chr1	146376923	146376943	chr1-1418	   33.50	+	ENSG00000273768	RNVU1-29	snRNA	snRNA	ncRNA	1	0.0001591286	3	3	2	3	2	2	2	0	2	2	4	3	1	2	0	1	32	0	0	6.212466e-06	3.541208e-06
chr1	148038782	148038802	chr1-1710	   26.40	-	ENSG00000206585	RNVU1-7	snRNA	snRNA	ncRNA	1	0.0001814715	3	3	2	0	2	2	2	0	1	4	1	2	1	2	0	1	26	0	0	4.141644e-06	3.541208e-06
chr1	148038884	148038904	chr1-589	   70.50	-	ENSG00000206585	RNVU1-7	snRNA	snRNA	ncRNA	1	0.0005584327	3	3	2	3	2	2	1	1	1	4	4	4	1	3	1	4	39	0	1.312112e-05	6.212466e-06	8.85302e-06
chr1	148362399	148362419	chr1-1938	   22.00	-	ENSG00000207340	RNVU1-1	intron|lncRNA|snRNA	lncRNA	ncRNA	3	0.0001178644	2	2	1	0	2	1	1	0	3	2	4	2	0	2	0	0	22	0	0	4.141644e-06	1.770604e-06
chr1	148362507	148362527	chr1-7301	    9.25	-	ENSG00000207340	RNVU1-1	intron|lncRNA|snRNA	lncRNA	ncRNA	3	4.362432e-05	1	2	0	0	1	1	2	0	1	1	3	2	0	2	0	0	16	0	0	2.070822e-06	1.770604e-06
chr1	148388596	148388616	chr1-1574	   30.00	-	ENSG00000238825	RNVU1-2	intron|lncRNA|snRNA	lncRNA	ncRNA	3	0.0002265697	2	2	0	1	2	2	2	1	1	2	3	3	1	4	1	2	29	2.614037e-05	2.624224e-05	2.070822e-06	1.770604e-06
chr1	148522610	148522630	chr1-1907	   35.70	+	ENSG00000274210	RNVU1-27	snRNA	snRNA	ncRNA	1	0.0001403928	3	3	1	1	2	2	1	1	1	2	3	2	0	2	0	0	24	2.614037e-05	0	0	5.311812e-06
chr1	148752061	148752081	chr1-236	   70.10	+	ENSG00000177144	NUDT4B	3'UTR	3'UTR	3'UTR	1	0.0002625571	1	3	3	3	2	2	1	1	2	3	2	2	0	3	2	4	34	2.614037e-05	1.312112e-05	2.070822e-06	0
chr1	148772166	148772186	chr1-268	   94.30	-				UnAn	UnAn	0	0.000354408	3	3	3	3	2	2	1	2	1	3	2	2	1	2	1	5	36	0	2.624224e-05	6.212466e-06	0
chr1	149941196	149941216	chr1-5303	   11.50	-	ENSG00000264522	OTUD7B	3'UTR	3'UTR	3'UTR	1	5.568659e-05	2	2	2	3	0	1	0	0	0	1	1	0	0	2	0	0	14	2.614037e-05	0	4.141644e-06	0
chr1	149942996	149943016	chr1-15691	    5.29	-	ENSG00000264522	OTUD7B	3'UTR	3'UTR	3'UTR	1	4.710119e-05	1	2	2	2	0	1	0	0	0	1	0	0	0	2	0	0	11	2.614037e-05	1.312112e-05	0	0
chr1	150220029	150220049	chr1-537	  126.50	-	ENSG00000143401	ANP32E	3'UTR	3'UTR	3'UTR	1	0.0003356937	2	3	3	3	1	2	0	1	1	3	0	1	0	2	2	1	25	2.614037e-05	0	2.070822e-06	0
chr1	150220164	150220184	chr1-58	  214.20	-	ENSG00000143401	ANP32E	3'UTR	3'UTR	3'UTR	1	0.00120601	3	3	3	3	2	2	1	1	3	5	2	3	0	2	3	4	40	0	2.624224e-05	0	1.593544e-05
chr1	150265837	150265857	chr1-1385	   41.90	-	ENSG00000117362	APH1A	3'UTR	3'UTR	3'UTR	1	0.0001100783	2	3	3	3	1	1	1	1	0	2	0	1	0	2	0	2	22	0	1.312112e-05	0	1.770604e-06
chr1	150412861	150412881	chr1-52966	    2.20	+	ENSG00000163125	RPRD2	intron	intron	intron	1	2.831207e-05	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	5	0	1.312112e-05	2.070822e-06	0
chr1	150473920	150473940	chr1-3305	   16.70	+	ENSG00000163125	RPRD2	3'UTR	3'UTR	3'UTR	1	6.402968e-05	2	2	3	3	1	2	1	1	1	1	0	1	0	2	1	1	22	0	1.312112e-05	2.070822e-06	0
chr1	150501306	150501326	chr1-16287	    5.73	-			TE|unannotated	TE	TE	2	2.608082e-05	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	2	7	0	0	2.070822e-06	1.770604e-06
