chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_E_S_1	NLS_E_S_2	NLS_E_S_3	NLS_E_S_4
chr1	 28507544	 28507564	chr1-1306	  142.80	+	ENSG00000180198	RCC1	downstream 10K|intron|lncRNA|snoRNA|ncRNA_Retained_intron	lncRNA	ncRNA	5	0.0007232589	3	3	3	2	2	2	2	2	3	4	4	3	2	3	2	3	43	0	4.457619e-06	2.293197e-05	2.322786e-05
chr1	 28508735	 28508755	chr1-2676	   62.60	+	ENSG00000180198	RCC1	downstream 10K|intron|lncRNA|snoRNA|ncRNA_Retained_intron	lncRNA	ncRNA	5	0.0005036896	3	3	3	1	2	2	2	2	1	4	3	2	2	2	2	0	34	0	0	5.732992e-06	5.806965e-06
chr1	 28578772	 28578792	chr1-250	  172.80	-	ENSG00000197989	SNHG12	downstream 10K|intron|lncRNA|snoRNA|ncRNA_Retained_intron	lncRNA	ncRNA	5	0.0006485417	3	3	1	0	2	2	2	2	2	4	3	2	1	3	2	1	33	0	0	1.337698e-05	2.032438e-05
chr1	 28603393	 28603413	chr1-260	   94.30	-	ENSG00000120656	TAF12	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0003303128	3	2	3	3	2	2	1	1	1	3	0	2	0	0	2	5	30	0	4.457619e-06	0	5.806965e-06
chr1	 29160944	 29160964	chr1-2827	   20.30	-	ENSG00000116350	SRSF4	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	6.560981e-05	2	3	2	3	1	1	1	0	1	3	0	2	0	0	1	0	20	1.386943e-05	4.457619e-06	0	0
chr1	 29169662	 29169682	chr1-3926	   15.90	-	ENSG00000116350	SRSF4	intron|CDS_Retained_intron	CDS_RI	intron	2	4.224184e-05	2	1	3	3	1	1	1	1	1	1	0	2	0	0	1	0	18	0	4.457619e-06	3.821994e-06	0
chr1	 29170322	 29170342	chr1-1652	   30.00	-	ENSG00000116350	SRSF4	intron|CDS_Retained_intron	CDS_RI	intron	2	7.765599e-05	3	3	2	3	2	2	1	0	1	3	0	2	1	0	1	0	24	0	0	1.910997e-06	2.903482e-06
chr1	 29174503	 29174523	chr1-9330	    7.49	-	ENSG00000116350	SRSF4	intron	intron	intron	1	4.444847e-05	2	1	2	3	1	0	0	0	0	2	1	2	0	0	0	0	14	1.386943e-05	0	1.910997e-06	0
chr1	 30935695	 30935715	chr1-350	  249.90	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	0.0007181744	3	3	1	1	2	2	2	2	2	2	3	3	2	4	2	2	36	0	4.457619e-06	2.484296e-05	2.903482e-05
chr1	 30949124	 30949144	chr1-336	  249.00	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	0.0006576986	3	3	1	0	2	2	2	1	2	2	3	2	2	3	2	1	31	0	0	1.146598e-05	2.322786e-05
chr1	 30966686	 30966706	chr1-1263	   25.60	-	ENSG00000134644	PUM1	intron|CDS_Retained_intron	CDS_RI	intron	2	8.004647e-05	2	3	1	3	1	2	0	0	1	3	0	2	0	0	1	2	21	0	4.457619e-06	1.910997e-06	0
chr1	 30980697	 30980717	chr1-394	   73.20	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	0.0002379548	3	3	3	3	1	1	1	1	1	3	3	2	1	0	1	2	29	1.386943e-05	4.457619e-06	0	0
chr1	 30986525	 30986545	chr1-4644	   13.20	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	4.787691e-05	2	3	2	3	1	2	1	0	1	2	1	2	0	0	1	1	22	0	4.457619e-06	1.910997e-06	0
chr1	 31012506	 31012526	chr1-1314	   28.20	-	ENSG00000134644	PUM1	intron	intron	intron	1	0.0001634537	3	3	3	3	2	2	2	2	0	4	0	3	0	2	1	0	30	1.386943e-05	1.783048e-05	1.910997e-06	0
chr1	 31259740	 31259760	chr1-175	   97.40	-	ENSG00000060688	SNRNP40	3'UTR	3'UTR	3'UTR	1	0.0004351367	3	3	3	3	2	1	1	0	1	3	1	2	1	1	3	2	30	0	4.457619e-06	0	1.451741e-05
chr1	 31259792	 31259812	chr1-163	  167.50	-	ENSG00000060688	SNRNP40	3'UTR	3'UTR	3'UTR	1	0.0007094278	3	3	3	3	2	2	2	1	2	4	2	4	0	2	3	5	41	1.386943e-05	8.915238e-06	1.910997e-06	1.161393e-05
chr1	 31497642	 31497662	chr1-3916	   15.90	-	ENSG00000206981	RNU6-40P	snRNA	snRNA	ncRNA	1	6.43053e-05	1	1	2	0	1	2	1	1	0	0	2	2	0	2	2	0	17	0	0	3.821994e-06	2.903482e-06
chr1	 31919439	 31919459	chr1-143	   89.50	-	ENSG00000184007	PTP4A2	5'UTR|intron|lncRNA	5'UTR	5'UTR	3	0.000589507	3	3	3	3	2	2	1	1	2	3	0	2	2	1	3	5	36	0	0	5.732992e-06	2.903482e-06
chr1	 31933360	 31933380	chr1-13771	    5.29	-	ENSG00000184007	PTP4A2	intron	intron	intron	1	2.03313e-05	2	3	2	3	1	1	0	0	1	0	0	2	0	0	0	0	15	0	4.457619e-06	1.910997e-06	0
chr1	 32043026	 32043046	chr1-557	   48.00	+	ENSG00000121774	KHDRBS1	3'UTR|intron	3'UTR	3'UTR	2	0.0001246682	3	3	3	3	1	2	1	0	2	3	0	2	1	0	1	2	27	0	4.457619e-06	0	2.903482e-06
chr1	 32044612	 32044632	chr1-580	   56.40	+	ENSG00000121774	KHDRBS1	downstream 10K|intron	intron	intron	2	0.000142128	3	3	2	3	2	2	1	1	1	3	2	2	0	0	0	1	26	0	8.915238e-06	5.732992e-06	0
chr1	 32061848	 32061868	chr1-15043	    4.85	+			TE	TE	TE	1	1.209496e-05	1	2	0	1	0	2	0	0	0	1	0	2	0	0	1	0	10	0	0	1.910997e-06	2.903482e-06
chr1	 32196009	 32196029	chr1-78	  161.30	+	ENSG00000084652	TXLNA	3'UTR|Other	3'UTR	3'UTR	2	0.0005857333	3	3	3	3	2	2	1	1	2	3	1	2	1	0	2	3	32	0	2.22881e-05	0	2.903482e-06
chr1	 32333899	 32333919	chr1-7	  915.80	-	ENSG00000175130	MARCKSL1	3'UTR	3'UTR	3'UTR	1	0.002310796	3	3	3	3	2	2	2	2	1	4	2	3	1	3	2	5	41	4.16083e-05	1.783048e-05	0	2.032438e-05
chr1	 32680371	 32680391	chr1-38	  279.90	+	ENSG00000162521	RBBP4	3'UTR|intron|Other	3'UTR	3'UTR	3	0.001022869	3	3	3	3	2	2	1	2	3	4	1	3	1	3	4	4	42	0	8.915238e-06	3.821994e-06	2.032438e-05
chr1	 32680523	 32680543	chr1-71	  252.50	+	ENSG00000162521	RBBP4	3'UTR|CDS|intron	3'UTR	3'UTR	3	0.0008561527	3	3	3	3	2	2	1	2	1	3	1	2	1	1	3	5	36	1.386943e-05	8.915238e-06	0	0
chr1	 33299361	 33299381	chr1-55	  245.90	+	ENSG00000160094	ZNF362	3'UTR|Other	3'UTR	3'UTR	2	0.0008549727	3	3	3	3	2	2	2	1	3	4	2	4	1	0	3	3	39	1.386943e-05	4.457619e-06	1.910997e-06	1.451741e-05
chr1	 35183662	 35183682	chr1-138	  250.80	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.0007289485	3	3	3	3	2	2	2	1	3	3	1	2	1	3	3	5	40	0	0	5.732992e-06	5.806965e-06
chr1	 35184134	 35184154	chr1-6	 1494.00	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.004374837	3	3	3	3	2	2	2	2	2	4	4	3	2	4	4	6	49	0	3.566095e-05	7.643989e-06	2.613134e-05
chr1	 35184222	 35184242	chr1-11	  642.60	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.002480825	3	3	3	3	2	2	2	2	2	4	3	4	2	2	4	6	47	6.934717e-05	3.120333e-05	1.910997e-06	5.806965e-06
chr1	 35184330	 35184350	chr1-79	  312.00	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.001463271	3	3	3	3	2	2	2	1	3	5	2	3	2	3	3	7	47	0	1.783048e-05	3.821994e-06	2.903482e-06
chr1	 35185128	 35185148	chr1-1561	   27.80	-	ENSG00000116560	SFPQ	intron	intron	intron	1	0.0001147208	3	3	3	3	2	2	2	2	1	3	2	2	0	1	1	0	30	0	4.457619e-06	1.910997e-06	0
chr1	 35185611	 35185631	chr1-403	   68.30	-	ENSG00000116560	SFPQ	intron	intron	intron	1	0.0001955576	3	3	3	3	2	2	1	1	2	4	1	3	0	1	1	1	31	1.386943e-05	4.457619e-06	1.910997e-06	0
chr1	 35185788	 35185808	chr1-37	  301.00	-	ENSG00000116560	SFPQ	intron	intron	intron	1	0.0007726813	3	3	3	3	2	2	2	1	3	4	4	2	0	0	1	4	37	0	1.783048e-05	3.821994e-06	0
chr1	 35285226	 35285246	chr1-13087	    6.17	+	ENSG00000146463	ZMYM4	intron	intron	intron	1	1.803239e-05	0	2	1	2	0	1	0	0	1	1	0	2	0	0	1	0	11	0	4.457619e-06	0	2.903482e-06
chr1	 35340145	 35340165	chr1-11963	    6.17	+	ENSG00000146463	ZMYM4	intron	intron	intron	1	2.815375e-05	0	3	1	2	0	1	0	1	1	3	0	2	0	0	0	0	14	1.386943e-05	0	1.910997e-06	0
chr1	 35370363	 35370383	chr1-953	   30.00	+	ENSG00000146463	ZMYM4	CDS|intron|Other	CDS	CDS	3	6.926016e-05	3	3	3	3	1	1	1	0	0	1	0	2	0	0	0	0	18	0	4.457619e-06	0	2.903482e-06
chr1	 35409461	 35409481	chr1-1139	   26.00	+	ENSG00000146463	ZMYM4	intron	intron	intron	1	8.348497e-05	3	3	3	3	2	2	1	1	1	2	2	2	0	0	1	0	26	1.386943e-05	4.457619e-06	0	0
chr1	 35926957	 35926977	chr1-133	  212.40	+	ENSG00000092847	AGO1	3'UTR|Other	3'UTR	3'UTR	2	0.0008124525	3	3	3	3	2	2	1	2	2	3	0	2	1	2	3	4	36	0	8.915238e-06	0	1.742089e-05
chr1	 35946913	 35946933	chr1-9886	    7.93	+	ENSG00000126070	AGO3	intron	intron	intron	1	8.371524e-05	1	1	2	3	0	0	0	0	2	1	0	2	0	0	0	1	13	1.386943e-05	4.457619e-06	0	0
chr1	 35968923	 35968943	chr1-3061	   13.70	+	ENSG00000126070	AGO3	intron|CDS_Retained_intron	CDS_RI	intron	2	6.709588e-05	3	2	3	1	0	2	0	0	1	1	0	2	1	1	0	1	18	0	8.915238e-06	1.910997e-06	0
chr1	 36001744	 36001764	chr1-7699	    7.49	+	ENSG00000126070	AGO3	intron|TE	TE	TE	2	3.632422e-05	2	3	2	3	1	2	0	0	0	1	0	2	0	0	0	0	16	1.386943e-05	4.457619e-06	0	0
chr1	 36058453	 36058473	chr1-687	   44.10	+	ENSG00000126070	AGO3	3'UTR	3'UTR	3'UTR	1	0.0001105556	3	3	3	3	1	2	1	1	1	3	0	2	0	0	2	0	25	0	4.457619e-06	5.732992e-06	0
chr1	 36305033	 36305053	chr1-151	  121.60	+	ENSG00000054118	THRAP3	3'UTR	3'UTR	3'UTR	1	0.0004815188	3	3	3	3	2	2	1	1	2	3	2	3	0	2	3	4	37	0	8.915238e-06	1.910997e-06	2.903482e-06
chr1	 38892262	 38892282	chr1-48601	    2.20	+	ENSG00000228436	RRAGC-DT	intron|lncRNA	lncRNA	ncRNA	2	7.493919e-06	0	0	0	2	0	1	0	0	0	1	0	2	0	0	0	0	6	0	0	1.910997e-06	2.903482e-06
chr1	 39206993	 39207013	chr1-903	   31.30	+	ENSG00000127603	MACF1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	8.215351e-05	3	3	3	3	1	2	1	1	2	3	0	2	0	1	0	0	25	0	0	1.910997e-06	2.903482e-06
chr1	 39414681	 39414701	chr1-7744	    8.37	+	ENSG00000127603	MACF1	intron|CDS_Retained_intron	CDS_RI	intron	2	3.56225e-05	3	2	1	3	1	1	0	0	1	1	0	2	0	0	0	0	15	1.386943e-05	4.457619e-06	0	0
chr1	 39576731	 39576751	chr1-28497	    3.53	-	ENSG00000090621	PABPC4	5'UTR	5'UTR	5'UTR	1	8.906567e-06	1	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	6	0	0	1.910997e-06	2.903482e-06
chr1	 39642160	 39642180	chr1-35580	    2.20	+			TE	TE	TE	1	1.618501e-05	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	5	0	0	1.910997e-06	2.903482e-06
chr1	 39663546	 39663566	chr1-14299	   14.50	-	ENSG00000116981	NT5C1A	intron	intron	intron	1	4.821207e-05	0	1	0	0	1	1	0	1	1	1	2	2	1	1	0	0	12	0	0	1.910997e-06	2.903482e-06
chr1	 39858419	 39858439	chr1-11724	    6.17	-	ENSG00000043514	TRIT1	downstream 10K|intron	intron	intron	2	2.700275e-05	1	1	1	3	0	1	0	0	0	2	0	2	0	0	0	0	11	1.386943e-05	0	0	2.903482e-06
chr1	 42310025	 42310045	chr1-6515	    9.25	-	ENSG00000198815	FOXJ3	intron	intron	intron	1	3.657529e-05	1	3	0	2	1	1	1	0	0	0	1	2	0	0	0	0	12	1.386943e-05	0	0	2.903482e-06
chr1	 42689559	 42689579	chr1-9531	    7.93	+	ENSG00000065978	YBX1	intron	intron	intron	1	3.696363e-05	1	0	3	2	1	1	1	0	1	2	1	2	0	0	0	0	15	1.386943e-05	4.457619e-06	0	0
chr1	 42991466	 42991486	chr1-3151	   17.60	+	ENSG00000207256	RNU6-880P	intron|lncRNA|snRNA	lncRNA	ncRNA	3	3.522519e-05	1	1	2	0	2	2	1	0	0	0	2	2	0	1	0	0	14	0	0	3.821994e-06	2.903482e-06
chr1	 43133808	 43133828	chr1-32987	    2.64	+			unannotated	UnAn	UnAn	1	1.240576e-05	0	0	0	2	0	1	0	1	0	0	0	2	0	0	0	0	6	0	4.457619e-06	0	2.903482e-06
chr1	 43622484	 43622504	chr1-80	  202.70	+	ENSG00000142949	PTPRF	3'UTR	3'UTR	3'UTR	1	0.0007899235	3	3	3	3	2	2	2	2	2	3	0	2	1	3	0	5	36	1.386943e-05	2.22881e-05	0	0
chr1	 44472772	 44472792	chr1-10752	    6.61	+	ENSG00000187147	RNF220	intron	intron	intron	1	2.156143e-05	3	1	0	2	1	1	1	1	1	1	0	2	0	0	0	0	14	0	4.457619e-06	1.910997e-06	0
chr1	 44775898	 44775918	chr1-1411	   78.00	+	ENSG00000142937	RPS8	downstream 10K|intron|snoRNA	snoRNA	snoRNA	3	0.0002543871	3	3	0	1	2	2	2	1	2	3	2	2	0	2	0	0	25	0	0	5.732992e-06	2.903482e-06
chr1	 44777873	 44777893	chr1-776	   71.00	+	ENSG00000142937	RPS8	intron|snoRNA	snoRNA	snoRNA	2	0.0004497079	3	3	2	0	2	1	1	1	1	2	2	2	1	2	2	1	26	0	0	1.528798e-05	8.710447e-06
chr1	 44778421	 44778441	chr1-186	  197.40	+	ENSG00000142937	RPS8	intron|snoRNA	snoRNA	snoRNA	2	0.001137758	3	3	1	3	2	2	2	2	4	5	4	4	3	4	1	2	45	1.386943e-05	4.457619e-06	2.484296e-05	2.903482e-05
chr1	 45014313	 45014333	chr1-3891	   13.70	+	ENSG00000126088	UROD	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	8.758205e-05	1	3	1	3	1	2	1	1	1	2	2	2	0	0	1	1	22	0	4.457619e-06	0	2.903482e-06
chr1	 45147564	 45147584	chr1-8448	    7.49	-	ENSG00000162415	ZSWIM5	intron	intron	intron	1	2.897726e-05	2	2	2	0	0	2	0	0	1	1	0	2	0	0	1	0	13	0	4.457619e-06	0	1.161393e-05
chr1	 45511238	 45511258	chr1-17	  493.20	-	ENSG00000117450	PRDX1	3'UTR	3'UTR	3'UTR	1	0.001531877	3	3	3	3	2	2	2	1	2	5	1	3	2	1	4	5	42	2.773887e-05	0	1.910997e-06	2.903482e-06
chr1	 45591364	 45591384	chr1-2295	   16.70	+	ENSG00000132780	NASP	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.764399e-05	3	3	1	3	2	1	1	1	1	0	0	2	0	0	0	0	18	0	4.457619e-06	0	2.903482e-06
chr1	 45595983	 45596003	chr1-1873	   26.00	+	ENSG00000132780	NASP	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	8.06255e-05	3	2	3	3	1	1	1	0	1	2	1	2	0	0	1	0	21	1.386943e-05	8.915238e-06	0	0
chr1	 45627697	 45627717	chr1-34	  406.30	-	ENSG00000159592	GPBP1L1	3'UTR	3'UTR	3'UTR	1	0.001442155	3	3	3	3	2	2	1	2	1	4	2	4	3	3	2	6	44	6.934717e-05	4.011857e-05	3.821994e-06	1.161393e-05
chr1	 47298303	 47298323	chr1-4453	   12.30	-	ENSG00000123473	STIL	intron	intron	intron	1	4.33597e-05	2	1	2	2	1	2	0	0	1	2	2	2	0	0	1	0	18	0	4.457619e-06	0	2.903482e-06
chr1	 47338853	 47338873	chr1-2622	   15.90	+	ENSG00000162368	CMPK1	intron|CDS_Retained_intron	CDS_RI	intron	2	6.431031e-05	3	3	3	3	2	1	1	1	2	1	1	2	0	0	0	0	23	1.386943e-05	4.457619e-06	0	0
chr1	 47376903	 47376923	chr1-15	  608.20	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	0.001818326	3	3	3	3	2	2	2	1	3	5	2	2	3	3	3	5	45	0	1.783048e-05	3.821994e-06	0
chr1	 47377497	 47377517	chr1-1751	   22.90	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	0.0001058993	0	2	3	3	2	1	1	0	0	3	0	2	0	0	0	3	20	1.386943e-05	4.457619e-06	0	0
chr1	 47377615	 47377635	chr1-26	  325.70	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	0.000971491	3	3	3	3	2	2	2	2	1	5	1	3	0	3	3	4	40	1.386943e-05	0	1.910997e-06	1.451741e-05
chr1	 50679425	 50679445	chr1-1001	   30.00	-	ENSG00000185104	FAF1	intron|TE	TE	TE	2	7.09007e-05	3	3	3	3	2	1	1	1	1	3	1	2	0	0	0	0	24	0	4.457619e-06	0	5.806965e-06
chr1	 50768527	 50768547	chr1-2290	   16.30	-	ENSG00000185104	FAF1	intron	intron	intron	1	6.510197e-05	2	3	2	3	2	2	1	0	2	4	0	2	0	0	1	0	24	1.386943e-05	0	1.910997e-06	0
chr1	 50776659	 50776679	chr1-274	  100.00	-	ENSG00000185104	FAF1	intron	intron	intron	1	0.0002248348	3	3	3	3	1	2	0	2	2	4	0	2	0	0	1	0	26	0	0	1.910997e-06	1.161393e-05
chr1	 50847768	 50847788	chr1-14070	    5.73	-	ENSG00000185104	FAF1	intron	intron	intron	1	3.407123e-05	1	3	1	2	0	0	0	0	1	1	0	2	0	0	0	0	11	1.386943e-05	4.457619e-06	0	0
chr1	 51355699	 51355719	chr1-43	  211.50	-	ENSG00000085832	EPS15	3'UTR	3'UTR	3'UTR	1	0.0006682781	3	3	3	3	1	2	1	1	2	4	1	2	0	1	3	4	34	0	0	5.732992e-06	2.322786e-05
chr1	 51356496	 51356516	chr1-19	  324.40	-	ENSG00000085832	EPS15	3'UTR	3'UTR	3'UTR	1	0.001127248	3	3	3	3	2	2	2	1	2	4	1	3	2	0	3	6	40	1.386943e-05	0	1.910997e-06	2.903482e-06
chr1	 51807791	 51807811	chr1-35044	    3.53	-	ENSG00000078618	NRDC	intron|TE	TE	TE	2	1.783045e-05	0	0	0	0	1	1	0	0	0	0	1	2	0	0	1	1	7	0	0	1.910997e-06	2.903482e-06
chr1	 51831147	 51831167	chr1-13803	    5.29	-	ENSG00000078618	NRDC	intron	intron	intron	1	3.148038e-05	2	2	1	1	1	1	0	1	0	2	0	2	0	0	0	0	13	1.386943e-05	0	0	5.806965e-06
chr1	 52423609	 52423629	chr1-1953	   31.30	-	ENSG00000134744	TUT4	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	7.739248e-05	2	3	2	3	2	2	2	1	0	3	3	2	0	1	0	0	26	0	4.457619e-06	1.910997e-06	0
chr1	 52455605	 52455625	chr1-50720	    2.20	+			TE|unannotated	TE	TE	2	1.801917e-05	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	5	0	0	1.910997e-06	2.903482e-06
chr1	 52515785	 52515805	chr1-2595	   19.00	-	ENSG00000134744	TUT4	3'UTR|intron	3'UTR	3'UTR	2	6.52789e-05	3	3	3	2	2	1	1	1	1	2	1	3	0	0	0	0	23	1.386943e-05	8.915238e-06	1.910997e-06	0
chr1	 52823746	 52823766	chr1-2189	   16.30	+	ENSG00000162378	ZYG11B	3'UTR	3'UTR	3'UTR	1	9.095274e-05	2	2	3	2	1	1	1	1	1	2	0	2	1	1	0	2	22	0	0	1.910997e-06	2.903482e-06
chr1	 52826195	 52826215	chr1-8395	    8.37	+	ENSG00000162378	ZYG11B	3'UTR	3'UTR	3'UTR	1	8.017347e-05	1	2	1	3	0	0	0	1	0	1	0	2	0	1	0	1	13	1.386943e-05	4.457619e-06	0	0
chr1	 52827091	 52827111	chr1-6774	    8.37	+	ENSG00000162378	ZYG11B	3'UTR	3'UTR	3'UTR	1	2.197516e-05	1	2	1	3	1	1	1	0	0	1	0	2	0	0	0	1	14	0	4.457619e-06	0	2.903482e-06
chr1	 53766445	 53766465	chr1-141	  156.90	-	ENSG00000058804	NDC1	3'UTR	3'UTR	3'UTR	1	0.0004061286	3	3	3	3	2	2	1	2	2	3	0	2	0	1	3	4	34	0	4.457619e-06	5.732992e-06	0
chr1	 54458122	 54458142	chr1-48641	    2.20	+			TE|unannotated	TE	TE	2	9.099662e-06	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	5	0	0	1.910997e-06	2.903482e-06
chr1	 54843447	 54843467	chr1-5595	   11.00	-			downstream 10K	DS10K	DS10K	1	3.120352e-05	2	3	3	2	0	0	0	0	0	2	1	2	0	0	1	0	16	0	4.457619e-06	0	2.903482e-06
chr1	 56465770	 56465790	chr1-18266	    4.85	+			Other|unannotated	Other	Other	2	1.781485e-05	0	1	1	0	0	1	0	0	0	0	0	2	0	1	0	2	8	0	0	1.910997e-06	2.903482e-06
chr1	 56559555	 56559575	chr1-47231	    2.20	-	ENSG00000162407	PLPP3	intron	intron	intron	1	1.260122e-05	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	4	0	0	1.910997e-06	5.806965e-06
chr1	 57461951	 57461971	chr1-31618	    3.08	-	ENSG00000173406	DAB1	intron	intron	intron	1	1.196684e-05	0	0	0	0	1	0	0	0	0	1	1	2	0	1	0	1	7	0	0	1.910997e-06	2.903482e-06
chr1	 58310265	 58310285	chr1-52482	    2.20	-	ENSG00000173406	DAB1	intron	intron	intron	1	7.689058e-06	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	5	0	0	1.910997e-06	2.903482e-06
chr1	 58689218	 58689238	chr1-314	  141.50	-	ENSG00000162601	MYSM1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0003469788	3	3	3	3	2	2	1	1	2	4	2	3	0	1	1	1	32	0	4.457619e-06	1.910997e-06	2.903482e-06
chr1	 58781523	 58781543	chr1-187	  260.90	-	ENSG00000177606	JUN	3'UTR|intron	3'UTR	3'UTR	2	0.0005033223	3	3	3	3	1	2	1	1	2	4	0	2	0	0	1	3	29	0	1.337286e-05	3.821994e-06	0
chr1	 59873374	 59873394	chr1-319	   73.60	+	ENSG00000134709	HOOK1	3'UTR	3'UTR	3'UTR	1	0.0002631442	2	3	3	3	2	2	1	2	2	4	0	2	1	0	3	2	32	0	0	1.910997e-06	2.903482e-06
chr1	 60522089	 60522109	chr1-328	   69.20	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	0.0002277656	3	3	3	3	2	2	1	1	1	4	3	3	1	1	2	2	35	0	8.915238e-06	1.910997e-06	2.903482e-06
chr1	 60598276	 60598296	chr1-876	   28.60	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	8.632768e-05	3	3	2	3	2	1	1	1	1	3	1	2	0	0	1	1	25	0	8.915238e-06	0	8.710447e-06
chr1	 60616529	 60616549	chr1-7578	    7.93	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	3.594543e-05	1	1	2	2	1	1	0	0	1	0	1	2	0	0	0	0	12	1.386943e-05	4.457619e-06	0	0
chr1	 60619440	 60619460	chr1-21343	    5.29	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	2.159628e-05	1	1	0	2	1	1	0	0	0	2	0	2	0	0	0	0	10	0	4.457619e-06	0	2.903482e-06
chr1	 60626087	 60626107	chr1-329	   75.40	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	0.0001904323	3	3	2	3	2	1	1	1	2	3	0	2	0	0	1	1	25	1.386943e-05	0	5.732992e-06	0
chr1	 60626233	 60626253	chr1-18567	    5.29	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	2.617082e-05	1	1	0	2	1	1	1	0	0	1	0	2	0	0	0	1	11	1.386943e-05	0	0	2.903482e-06
chr1	 60639779	 60639799	chr1-11455	    6.61	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	3.154661e-05	1	2	0	0	1	1	0	0	1	1	2	2	0	0	0	1	12	0	4.457619e-06	0	2.903482e-06
chr1	 61137968	 61137988	chr1-539	   55.10	+	ENSG00000162599	NFIA	downstream 10K|intron	intron	intron	2	0.0001471215	3	3	3	3	1	2	1	1	1	2	0	2	0	1	1	0	24	1.386943e-05	4.457619e-06	0	0
chr1	 61137968	 61137988	chr1-539	   55.10	+	ENSG00000162599	NFIA	downstream 10K|intron	intron	intron	2	0.0001471215	3	3	3	3	1	2	1	1	1	2	0	2	0	1	1	0	24	1.386943e-05	4.457619e-06	0	0
chr1	 61162831	 61162851	chr1-306	   54.60	+	ENSG00000162599	NFIA	intron	intron	intron	1	0.0001325902	3	3	3	3	2	2	1	1	0	3	0	2	0	0	0	0	23	0	4.457619e-06	7.643989e-06	0
chr1	 61162831	 61162851	chr1-306	   54.60	+	ENSG00000162599	NFIA	intron	intron	intron	1	0.0001325902	3	3	3	3	2	2	1	1	0	3	0	2	0	0	0	0	23	0	4.457619e-06	7.643989e-06	0
chr1	 61687817	 61687837	chr1-21706	    3.53	-	ENSG00000162604	TM2D1	downstream 10K|intron	intron	intron	2	2.535259e-05	0	2	0	2	1	1	0	1	0	0	0	2	0	0	0	0	9	1.386943e-05	4.457619e-06	0	0
chr1	 61723164	 61723184	chr1-6606	    7.49	-	ENSG00000162604	TM2D1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.943048e-05	3	0	2	1	1	1	0	0	1	1	0	3	0	1	0	0	14	1.386943e-05	4.457619e-06	0	2.903482e-06
chr1	 61803257	 61803277	chr1-2362	   19.80	-			unannotated	UnAn	UnAn	1	7.679546e-05	2	2	2	2	1	1	2	1	1	3	2	2	0	0	1	2	24	0	4.457619e-06	0	2.903482e-06
chr1	 62573040	 62573060	chr1-8327	    8.37	-	ENSG00000116641	DOCK7	downstream 10K|intron	intron	intron	2	3.035009e-05	2	1	0	1	1	1	0	0	0	2	0	2	0	0	0	1	11	0	4.457619e-06	0	2.903482e-06
