chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_M_1	NES_E_M_2	NES_E_M_3	NES_E_M_4
chr2	166243379	166243399	chr2-5956	   10.60	-	ENSG00000169432	SCN9A	downstream 10K|intron|TE	TE	TE	3	4.625773e-05	2	3	1	3	1	1	1	0	0	1	0	0	2	0	0	0	15	0	1.986373e-05	8.744316e-06	0
chr2	170082028	170082048	chr2-20	  390.50	+	ENSG00000144357	UBR3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001055951	3	3	3	3	2	2	1	2	2	3	2	4	2	2	3	5	42	0	1.986373e-05	8.744316e-06	0
chr2	177505343	177505363	chr2-2015	   21.60	+	ENSG00000018510	AGPS	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001047231	3	3	2	3	1	2	1	1	1	2	2	1	2	0	1	0	25	2.643335e-05	1.986373e-05	0	0
chr2	177538354	177538374	chr2-122	   93.40	+	ENSG00000018510	AGPS	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002952867	3	3	3	3	2	1	1	1	1	3	1	1	2	1	0	2	28	2.643335e-05	1.986373e-05	0	0
chr2	185515655	185515675	chr2-11924	    6.17	+			unannotated	UnAn	UnAn	1	5.625789e-05	0	2	3	3	1	0	0	0	0	0	0	0	2	0	0	0	11	2.643335e-05	1.986373e-05	0	0
chr2	187114008	187114028	chr2-840	   31.70	+	ENSG00000224063	CALCRL-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.0002084456	3	3	3	3	2	2	1	1	2	3	0	1	2	1	1	2	30	2.643335e-05	3.972747e-05	0	0
chr2	187465323	187465343	chr2-1424	   25.60	-	ENSG00000003436	TFPI	3'UTR	3'UTR	3'UTR	1	0.0001032508	3	1	3	3	2	2	1	0	0	2	0	0	2	0	0	1	20	2.643335e-05	1.986373e-05	0	0
chr2	189033635	189033655	chr2-405	   63.50	-	ENSG00000204262	COL5A2	3'UTR	3'UTR	3'UTR	1	0.0002661145	2	3	3	3	2	2	1	1	1	3	1	1	2	2	0	0	27	2.643335e-05	1.986373e-05	0	0
chr2	189033824	189033844	chr2-143	   71.40	-	ENSG00000204262	COL5A2	3'UTR	3'UTR	3'UTR	1	0.0003173322	3	3	3	3	2	2	2	1	2	4	1	2	2	0	1	2	33	2.643335e-05	1.986373e-05	0	0
chr2	189813863	189813883	chr2-26415	    3.08	+	ENSG00000064933	PMS1	downstream 10K|intron	intron	intron	2	5.033156e-05	1	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	7	2.643335e-05	1.986373e-05	0	0
chr2	189861885	189861905	chr2-41406	    3.53	+	ENSG00000064933	PMS1	downstream 10K|intron	intron	intron	2	3.464719e-05	1	0	1	0	1	0	1	0	0	1	1	0	2	0	0	0	8	0	0	8.744316e-06	1.896004e-05
chr2	193956221	193956241	chr2-278	   56.90	+			unannotated	UnAn	UnAn	1	0.000161238	3	3	3	3	2	1	1	1	0	4	2	1	2	0	1	0	27	2.643335e-05	0	0	9.480021e-06
chr2	200822623	200822643	chr2-4947	   10.60	+	ENSG00000082153	BZW1	3'UTR	3'UTR	3'UTR	1	6.777209e-05	0	1	2	3	1	2	0	1	1	3	0	0	2	0	0	1	17	2.643335e-05	0	8.744316e-06	0
chr2	202207181	202207201	chr2-244	   50.20	-	ENSG00000116030	SUMO1	3'UTR|intron	3'UTR	3'UTR	2	0.0002680458	3	3	3	3	2	2	1	1	1	4	1	0	2	0	1	3	30	0	1.986373e-05	0	9.480021e-06
chr2	202276481	202276501	chr2-769	   37.50	+	ENSG00000055044	NOP58	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0003041551	3	3	1	0	2	2	1	2	3	3	2	4	2	2	1	1	32	0	0	8.744316e-06	9.480021e-06
chr2	207766054	207766074	chr2-11	  403.30	-	ENSG00000163251	FZD5	3'UTR	3'UTR	3'UTR	1	0.001600881	3	3	3	3	2	2	2	1	2	5	1	2	2	2	3	5	41	2.643335e-05	3.972747e-05	0	0
chr2	224662380	224662400	chr2-38644	    2.64	+			TE|unannotated	TE	TE	2	2.894429e-05	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	5	0	0	8.744316e-06	9.480021e-06
chr2	231454829	231454849	chr2-2	 1120.30	-	ENSG00000115053	NCL	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.003376752	3	3	3	3	2	2	2	2	2	5	2	2	2	3	3	4	43	2.643335e-05	0	0	5.688013e-05
chr2	231456451	231456471	chr2-104	  147.60	-	ENSG00000115053	NCL	downstream 10K|intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	4	0.0007669779	3	3	3	1	2	2	2	2	2	3	2	3	2	2	2	1	35	0	0	4.372158e-05	9.480021e-06
chr2	231713467	231713487	chr2-88	   98.30	+	ENSG00000187514	PTMA	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004917477	3	3	3	3	2	2	1	2	2	4	1	0	2	0	3	4	35	2.643335e-05	1.986373e-05	0	0
chr2	232777118	232777138	chr2-2171	   15.90	+	ENSG00000204120	GIGYF2	intron	intron	intron	1	6.185864e-05	2	3	3	3	1	2	0	0	0	3	1	0	2	0	1	0	21	0	0	8.744316e-06	1.896004e-05
chr2	241317553	241317573	chr2-53	  184.20	+	ENSG00000168385	SEPTIN2	5'UTR|intron|CDS_Retained_intron	5'UTR	5'UTR	3	0.0004231079	2	3	3	3	1	2	1	0	1	3	2	1	2	1	2	2	29	2.643335e-05	0	0	2.844006e-05
chr20	  2050082	  2050102	chr20-9829	    2.20	-			TE|unannotated	TE	TE	2	1.954743e-05	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	4	0	0	8.744316e-06	9.480021e-06
chr20	  2462969	  2462989	chr20-103	  264.00	-	ENSG00000125835	SNRPB	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0009993643	3	3	3	1	2	2	2	2	2	3	4	4	3	4	4	3	45	0	1.986373e-05	8.744316e-06	9.480021e-06
chr20	  2656649	  2656669	chr20-82	  153.80	+	ENSG00000101361	NOP56	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0005715921	3	3	3	3	2	2	2	0	3	3	3	2	2	2	0	1	34	0	0	1.748863e-05	9.480021e-06
chr20	  2656966	  2656986	chr20-18	  368.00	+	ENSG00000101361	NOP56	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.001432618	3	3	2	0	2	2	2	1	3	3	2	2	2	2	2	1	32	0	0	0.0001136761	1.896004e-05
chr20	  8525795	  8525815	chr20-55	   71.80	+	ENSG00000182621	PLCB1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002026926	3	3	3	3	1	2	1	1	2	3	0	2	2	0	0	0	26	2.643335e-05	1.986373e-05	0	0
chr20	 10638499	 10638519	chr20-7	  360.50	-	ENSG00000101384	JAG1	3'UTR|intron	3'UTR	3'UTR	2	0.001020005	3	3	3	3	2	2	1	2	2	4	1	1	2	2	2	5	38	0	1.986373e-05	0	9.480021e-06
chr20	 15357800	 15357820	chr20-1997	    7.05	-			TE|unannotated	TE	TE	2	5.378985e-05	0	1	0	0	0	1	0	0	0	0	0	0	2	1	2	2	9	0	0	8.744316e-06	9.480021e-06
chr20	 29298970	 29298990	chr20-19	  428.80	-				UnAn	UnAn	0	0.002002566	3	3	3	3	2	2	2	2	2	5	3	3	3	3	4	4	47	0	1.986373e-05	0.0001573977	0.0001422003
chr20	 29299120	 29299140	chr20-484	   22.00	-				UnAn	UnAn	0	9.424251e-05	3	2	2	0	2	1	0	1	1	1	2	2	2	2	0	2	23	0	0	8.744316e-06	1.896004e-05
chr20	 29299497	 29299517	chr20-215	   40.50	-				UnAn	UnAn	0	0.0003019395	1	2	3	0	2	2	2	2	1	1	2	4	3	2	2	2	31	0	1.986373e-05	7.869885e-05	1.896004e-05
chr20	 29299602	 29299622	chr20-50	  204.50	-				UnAn	UnAn	0	0.0008601262	3	3	3	3	2	2	2	1	2	4	2	3	3	2	3	3	41	0	1.986373e-05	4.372158e-05	4.74001e-05
chr20	 30486782	 30486802	chr20-25	  422.20	-				UnAn	UnAn	0	0.00131192	3	3	3	3	2	2	2	2	2	4	2	2	2	3	3	1	39	0	0	0.0001224204	1.896004e-05
chr20	 30487160	 30487180	chr20-232	   38.80	-				UnAn	UnAn	0	0.0001356216	2	3	2	2	1	1	1	1	0	2	2	2	2	2	3	0	26	0	0	1.748863e-05	9.480021e-06
chr20	 30487419	 30487439	chr20-65	  200.10	-				UnAn	UnAn	0	0.0007907257	3	3	3	3	2	2	2	2	4	4	2	2	2	2	3	4	43	0	0	2.623295e-05	3.792008e-05
chr20	 30512844	 30512864	chr20-260	   53.30	-			unannotated	UnAn	UnAn	1	0.0001623968	2	3	1	2	2	2	1	0	1	0	2	2	3	1	2	0	24	2.643335e-05	0	8.744316e-06	2.844006e-05
chr20	 30514065	 30514085	chr20-198	   76.20	-			unannotated	UnAn	UnAn	1	0.001082266	3	2	3	1	2	1	1	1	0	2	3	2	2	3	4	3	33	0	0	0.0001486534	9.480021e-05
chr20	 30514455	 30514475	chr20-494	   24.20	-			unannotated	UnAn	UnAn	1	6.763404e-05	0	0	0	0	1	1	0	0	0	0	1	1	2	2	2	1	11	0	0	8.744316e-06	9.480021e-06
chr20	 41124023	 41124043	chr20-796	   11.50	+	ENSG00000198900	TOP1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001629392	1	2	3	2	2	2	0	1	0	2	2	1	2	1	0	0	21	2.643335e-05	1.986373e-05	0	0
chr20	 44432367	 44432387	chr20-2	  913.60	+	ENSG00000101076	HNF4A	3'UTR|Other	3'UTR	3'UTR	2	0.002653932	3	3	3	3	2	2	1	2	2	5	2	3	2	3	3	6	45	2.643335e-05	1.986373e-05	0	0
chr20	 45326436	 45326456	chr20-9	  217.30	-	ENSG00000124145	SDC4	3'UTR	3'UTR	3'UTR	1	0.0006367186	3	3	3	3	2	2	1	2	0	3	1	0	2	1	3	4	33	2.643335e-05	0	0	9.480021e-06
chr20	 49278995	 49279015	chr20-59	  112.80	+	ENSG00000177410	ZFAS1	intron|lncRNA|snoRNA|ncRNA_Retained_intron	lncRNA	ncRNA	4	0.00113745	3	3	3	3	2	2	2	2	2	4	4	4	2	4	1	1	42	0	1.986373e-05	4.372158e-05	0
chr20	 50081324	 50081344	chr20-32	   97.00	-	ENSG00000124208	PEDS1-UBE2V1	3'UTR	3'UTR	3'UTR	1	0.0003978137	3	3	3	3	2	2	1	1	2	4	1	1	2	0	3	3	34	0	1.986373e-05	8.744316e-06	0
chr20	 50890118	 50890138	chr20-37	  357.00	-	ENSG00000101126	ADNP	3'UTR|intron	3'UTR	3'UTR	2	0.0008025764	3	3	3	3	2	2	1	0	2	4	1	2	2	2	1	3	34	2.643335e-05	1.986373e-05	0	0
chr21	  8209680	  8209700	chr21-55	   80.20	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0005330286	3	3	3	3	2	2	2	2	4	4	3	2	2	2	3	3	43	0	0	2.623295e-05	1.896004e-05
chr21	  8209782	  8209802	chr21-121	   49.80	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.000380909	3	3	3	3	2	2	0	1	0	2	2	3	2	2	2	3	33	0	0	5.24659e-05	9.480021e-06
chr21	  8209929	  8209949	chr21-140	   93.90	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0003841043	3	3	3	3	1	2	2	1	2	3	2	2	2	2	2	2	35	0	0	1.748863e-05	9.480021e-06
chr21	  8210128	  8210148	chr21-88	   94.30	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0007770947	3	3	2	3	2	2	2	2	0	3	4	2	2	4	4	4	42	0	0	4.372158e-05	1.896004e-05
chr21	  8210274	  8210294	chr21-22	  285.10	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.002066737	3	3	3	3	2	2	2	2	3	4	4	4	3	4	4	3	49	0	9.931867e-05	0.0002623295	0.0001896004
chr21	  8210445	  8210465	chr21-26	  416.00	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.001617948	3	3	3	3	2	2	2	1	3	4	2	3	3	2	3	4	43	5.28667e-05	0	0.0001573977	3.792008e-05
chr21	  8210540	  8210560	chr21-40	  107.50	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0007063206	3	3	3	3	2	2	2	2	2	5	2	3	3	3	4	2	44	2.643335e-05	0	1.748863e-05	1.896004e-05
chr21	  8210776	  8210796	chr21-3	 3083.70	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.01407952	3	3	3	3	2	2	2	2	4	5	3	3	4	3	3	6	51	5.28667e-05	1.986373e-05	0.0004634488	0.0003223207
chr21	  8210885	  8210905	chr21-34	  120.30	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0005699682	3	3	2	3	2	2	1	2	2	2	2	4	2	3	4	2	39	2.643335e-05	0	0	9.480021e-06
chr21	  8211002	  8211022	chr21-66	   69.60	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0006284181	3	3	3	3	1	2	2	2	2	4	3	2	2	4	3	5	44	0	0	2.623295e-05	9.480021e-06
chr21	  8211085	  8211105	chr21-37	  108.40	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0006990786	3	3	3	3	2	2	2	2	3	3	2	3	2	3	2	6	44	0	0	6.995453e-05	9.480021e-06
chr21	  8211491	  8211511	chr21-195	  245.50	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.001591366	3	3	3	2	2	2	2	2	1	4	4	4	3	4	5	6	50	0.0001057334	7.945494e-05	2.623295e-05	0
chr21	  8212617	  8212637	chr21-9	  413.80	+	ENSG00000278233	RNA5-8SN2	intron|lncRNA|rRNA	lncRNA	ncRNA	3	0.002171827	3	3	3	3	2	2	2	2	2	4	3	3	4	4	4	5	49	2.643335e-05	1.986373e-05	0.0001224204	0.0001042802
chr21	  8213932	  8213952	chr21-11	  255.60	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.001009719	3	3	3	2	2	2	2	2	3	4	2	2	2	2	3	3	40	0	0	5.24659e-05	9.480021e-06
chr21	  8214254	  8214274	chr21-97	   91.20	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.00048827	1	2	3	3	2	1	1	1	3	3	3	2	2	2	3	3	35	0	0	2.623295e-05	9.480021e-06
chr21	  8215643	  8215663	chr21-39	  176.30	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.001489886	3	3	3	3	2	2	2	2	4	5	3	2	2	4	4	5	49	0	0	7.869885e-05	9.480021e-06
chr21	  8216284	  8216304	chr21-106	   88.10	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.000829335	3	3	3	2	1	2	1	2	3	2	2	3	2	2	3	3	37	0	0	0.0001049318	7.584017e-05
chr21	  8216709	  8216729	chr21-90	   57.30	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.000371658	3	3	1	3	2	2	1	1	1	2	4	3	3	2	3	3	37	0	1.986373e-05	2.623295e-05	1.896004e-05
chr21	  8217516	  8217536	chr21-94	  103.10	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0006204703	3	3	2	1	2	2	1	0	4	2	2	2	2	2	3	5	36	0	0	8.744316e-05	9.480021e-06
chr21	  8217648	  8217668	chr21-101	   74.50	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0006983005	3	3	2	3	2	2	1	1	1	2	2	4	2	3	4	3	38	0	0	1.748863e-05	9.480021e-06
chr21	  8218038	  8218058	chr21-139	   42.70	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0002339673	2	3	2	3	2	2	1	2	1	1	2	2	2	3	2	2	32	2.643335e-05	0	8.744316e-06	0
chr21	  8218178	  8218198	chr21-76	   70.10	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0004938862	3	3	2	3	2	2	2	1	1	1	2	3	2	3	3	1	34	0	0	2.623295e-05	9.480021e-06
chr21	  8218562	  8218582	chr21-168	   51.10	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0004267071	3	3	3	3	2	2	0	1	2	1	2	2	2	2	3	2	33	0	0	4.372158e-05	1.896004e-05
chr21	  8218812	  8218832	chr21-137	   74.50	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0007067205	3	3	3	3	2	2	2	1	2	3	2	2	2	2	4	5	41	0	0	8.744316e-06	9.480021e-06
chr21	  8218888	  8218908	chr21-69	  318.20	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.002332725	3	3	3	3	2	2	2	2	2	4	2	2	3	4	4	5	46	0	1.986373e-05	0.000192375	3.792008e-05
chr21	  8253992	  8254012	chr21-122	   48.50	+				UnAn	UnAn	0	0.0004303726	3	3	3	3	2	2	0	0	2	3	2	2	2	3	2	3	35	0	0	1.748863e-05	9.480021e-06
chr21	  8254139	  8254159	chr21-148	   93.90	+				UnAn	UnAn	0	0.0003223578	3	3	3	3	2	2	0	1	1	3	2	2	2	2	3	1	33	0	0	1.748863e-05	9.480021e-06
chr21	  8254481	  8254501	chr21-21	  321.70	+				UnAn	UnAn	0	0.0021029	3	3	3	3	2	2	2	2	2	4	4	4	4	4	4	4	50	2.643335e-05	5.95912e-05	0.0003147954	0.0002275205
chr21	  8254653	  8254673	chr21-29	  409.40	+				UnAn	UnAn	0	0.001331616	3	3	3	3	2	2	2	2	3	4	2	3	2	2	3	4	43	0	0	0.0001136761	3.792008e-05
chr21	  8254748	  8254768	chr21-74	   95.60	+				UnAn	UnAn	0	0.0004981449	3	3	3	3	2	2	2	2	1	4	2	2	2	3	3	3	40	0	0	1.748863e-05	1.896004e-05
chr21	  8254866	  8254886	chr21-107	   52.00	+				UnAn	UnAn	0	0.0002755083	3	3	1	3	2	1	1	0	2	1	2	3	2	2	2	3	31	0	0	8.744316e-06	1.896004e-05
chr21	  8254984	  8255004	chr21-2	 2995.10	+				UnAn	UnAn	0	0.0141712	3	3	3	3	2	2	2	2	4	5	2	2	4	3	3	5	48	2.643335e-05	3.972747e-05	0.0005159147	0.0003223207
chr21	  8255093	  8255113	chr21-33	  108.40	+				UnAn	UnAn	0	0.0005944089	3	3	3	2	2	2	2	2	1	3	2	2	2	3	4	3	39	2.643335e-05	0	0	9.480021e-06
chr21	  8255147	  8255167	chr21-71	  197.90	+				UnAn	UnAn	0	0.000568119	3	3	3	3	2	2	1	2	1	4	2	2	2	2	3	3	38	0	0	8.744316e-06	9.480021e-06
chr21	  8255294	  8255314	chr21-44	   99.20	+				UnAn	UnAn	0	0.0006261506	2	3	3	3	2	2	2	2	2	3	4	3	3	3	2	5	44	0	1.986373e-05	5.24659e-05	9.480021e-06
chr21	  8255690	  8255710	chr21-254	  242.80	+				UnAn	UnAn	0	0.001032137	3	3	3	3	2	2	2	2	2	4	4	4	3	4	4	5	50	7.930004e-05	5.95912e-05	2.623295e-05	0
chr21	  8256826	  8256846	chr21-8	  416.50	+	ENSG00000277739	5_8S_rRNA	rRNA	rRNA	ncRNA	1	0.002395561	3	3	3	3	2	2	2	2	3	4	2	3	4	4	4	4	48	2.643335e-05	1.986373e-05	0.0001573977	0.0001137603
chr21	  8258470	  8258490	chr21-123	   83.70	+				UnAn	UnAn	0	0.0003956665	2	2	2	3	1	1	1	1	3	1	2	2	2	2	3	2	30	0	0	1.748863e-05	9.480021e-06
chr21	  8259446	  8259466	chr21-129	   96.10	+				UnAn	UnAn	0	0.0003512693	2	2	3	1	2	2	1	2	1	1	2	2	2	3	2	2	30	0	1.986373e-05	4.372158e-05	0
chr21	  8259493	  8259513	chr21-243	   52.90	+				UnAn	UnAn	0	0.0004053813	2	3	3	2	2	1	2	2	1	1	2	3	2	3	2	1	32	0	0	6.121021e-05	9.480021e-06
chr21	  8259868	  8259888	chr21-32	  179.80	+				UnAn	UnAn	0	0.001550043	3	3	3	3	2	2	2	2	4	5	3	2	2	3	4	5	48	0	0	5.24659e-05	9.480021e-06
chr21	  8260513	  8260533	chr21-108	   79.80	+				UnAn	UnAn	0	0.0008204663	3	2	2	2	1	1	1	1	1	3	3	3	2	2	3	4	34	0	0	0.0001049318	8.532019e-05
chr21	  8260642	  8260662	chr21-332	   31.70	+				UnAn	UnAn	0	0.000256284	2	3	3	3	1	1	1	0	2	0	2	2	2	2	3	2	29	0	1.986373e-05	8.744316e-06	0
chr21	  8260901	  8260921	chr21-138	   51.10	+				UnAn	UnAn	0	0.000450062	1	3	3	2	2	2	1	2	1	2	3	2	2	2	3	3	34	2.643335e-05	0	4.372158e-05	0
chr21	  8392715	  8392735	chr21-70	   78.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0004519944	3	3	3	3	2	2	2	2	2	3	4	2	2	2	3	1	39	0	0	2.623295e-05	9.480021e-06
chr21	  8392817	  8392837	chr21-131	   46.30	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005230279	3	3	3	3	1	2	0	2	1	3	2	3	2	3	2	4	37	0	0	4.372158e-05	9.480021e-06
chr21	  8392988	  8393008	chr21-175	   63.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005709747	3	3	3	3	2	2	2	1	3	3	2	1	2	3	2	2	37	0	0	4.372158e-05	1.896004e-05
chr21	  8393163	  8393183	chr21-65	   97.40	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005830339	2	3	3	3	2	2	1	2	1	3	3	3	2	2	4	3	39	0	0	3.497726e-05	1.896004e-05
chr21	  8393310	  8393330	chr21-24	  301.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001856205	3	3	3	3	2	2	2	2	2	4	4	4	3	4	4	4	49	0	1.986373e-05	0.0002623295	0.0002085605
chr21	  8393479	  8393499	chr21-28	  406.30	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001510064	3	3	3	3	2	2	2	2	2	4	3	2	2	2	3	4	42	0	0	9.618748e-05	4.74001e-05
chr21	  8393575	  8393595	chr21-96	   94.30	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005290584	3	3	3	3	2	2	2	1	3	4	2	2	2	3	2	4	41	0	0	1.748863e-05	9.480021e-06
chr21	  8393694	  8393714	chr21-103	   57.70	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.00030154	2	3	2	3	1	1	2	0	3	3	2	2	2	2	1	3	32	0	0	1.748863e-05	1.896004e-05
chr21	  8393811	  8393831	chr21-1	 2969.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.01373709	3	3	3	3	2	2	2	2	4	5	2	2	3	3	3	6	48	0	1.986373e-05	0.0004809374	0.0003507608
chr21	  8393920	  8393940	chr21-31	  115.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0006170116	3	3	3	2	2	2	1	2	3	3	3	3	3	2	4	2	41	2.643335e-05	0	8.744316e-06	2.844006e-05
chr21	  8394038	  8394058	chr21-61	   74.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000630864	3	3	3	3	2	2	1	2	3	4	2	2	2	3	3	4	42	0	0	3.497726e-05	1.896004e-05
chr21	  8394120	  8394140	chr21-53	  107.10	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005609309	3	3	3	3	2	2	2	2	2	3	2	2	2	3	2	3	39	0	0	6.995453e-05	1.896004e-05
chr21	  8394526	  8394546	chr21-169	  251.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001165869	3	3	3	3	2	2	2	1	2	4	4	4	3	4	4	4	48	7.930004e-05	9.931867e-05	1.748863e-05	0
chr21	  8395650	  8395670	chr21-10	  420.00	+	ENSG00000275215	RNA5-8SN3	intron|lncRNA|rRNA	lncRNA	ncRNA	3	0.002415631	3	3	3	3	1	2	2	2	2	3	3	2	3	3	4	6	45	0	3.972747e-05	0.0001399091	8.532019e-05
chr21	  8396973	  8396993	chr21-13	  233.10	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0009872649	3	3	3	3	2	2	2	1	1	4	2	2	2	2	3	4	39	0	0	6.995453e-05	2.844006e-05
chr21	  8397292	  8397312	chr21-82	   93.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003478993	0	2	3	3	2	2	1	1	1	2	2	2	2	2	2	2	29	0	0	8.744316e-06	9.480021e-06
chr21	  8398683	  8398703	chr21-30	  182.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001460898	3	3	3	3	2	2	2	2	3	5	2	3	2	3	4	3	45	0	0	3.497726e-05	9.480021e-06
chr21	  8399318	  8399338	chr21-81	   91.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001077867	2	3	3	1	2	2	1	1	3	3	2	2	3	2	4	4	38	0	1.986373e-05	0.0001573977	7.584017e-05
chr21	  8399743	  8399763	chr21-84	   58.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005874589	2	3	2	2	2	2	2	1	1	3	2	2	3	3	4	4	38	0	5.95912e-05	2.623295e-05	9.480021e-06
chr21	  8400686	  8400706	chr21-79	   81.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0006774439	3	3	2	3	2	1	2	2	2	3	3	3	2	4	3	4	42	0	0	2.623295e-05	1.896004e-05
chr21	  8401216	  8401236	chr21-127	   54.60	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0004360229	3	3	3	3	1	2	2	2	2	2	2	2	2	2	3	1	35	0	0	3.497726e-05	9.480021e-06
chr21	  8401369	  8401389	chr21-95	   55.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003023983	3	3	3	2	2	1	2	1	1	3	2	2	2	2	3	3	35	0	1.986373e-05	8.744316e-06	0
chr21	  8401476	  8401496	chr21-38	  103.60	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0009964989	3	3	3	3	2	2	2	2	2	4	2	2	3	3	4	5	45	2.643335e-05	1.986373e-05	1.748863e-05	0
chr21	  8401600	  8401620	chr21-172	   52.40	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0004332134	2	3	3	3	2	2	0	2	1	3	2	2	2	2	3	2	34	0	0	5.24659e-05	2.844006e-05
chr21	  8401856	  8401876	chr21-126	   63.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003023166	3	3	3	3	2	2	2	0	2	2	3	2	2	2	3	3	37	2.643335e-05	0	0	9.480021e-06
chr21	  8401927	  8401947	chr21-57	  329.70	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.002305525	3	3	3	3	2	2	2	2	2	4	3	2	3	4	4	4	46	2.643335e-05	0	0.0001573977	2.844006e-05
chr21	  8436950	  8436970	chr21-145	   55.10	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0001912159	2	3	3	2	2	2	0	0	2	1	2	2	2	3	1	1	28	0	0	1.748863e-05	1.896004e-05
