chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_E_M_1	NLS_E_M_2	NLS_E_M_3	NLS_E_M_4
chr1	 28578772	 28578792	chr1-250	  172.80	-	ENSG00000197989	SNHG12	downstream 10K|intron|lncRNA|snoRNA|ncRNA_Retained_intron	lncRNA	ncRNA	5	0.0006485417	3	3	1	0	2	2	2	2	2	4	3	2	1	3	2	1	33	9.854595e-06	0	3.404455e-05	3.978516e-05
chr1	 28648832	 28648852	chr1-1054	   26.90	+				UnAn	UnAn	0	8.59252e-05	3	2	3	2	2	0	1	0	2	2	2	0	0	0	0	0	19	4.927298e-06	0	1.891364e-06	0
chr1	 28717672	 28717692	chr1-9676	    7.93	+	ENSG00000162419	GMEB1	3'UTR	3'UTR	3'UTR	1	2.867891e-05	1	0	2	3	0	0	1	0	0	2	2	0	0	0	0	1	12	4.927298e-06	6.834289e-06	0	0
chr1	 29072380	 29072400	chr1-33255	    2.64	+	ENSG00000159023	EPB41	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	1.00407e-05	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	7.565455e-06	2.093956e-06
chr1	 29159824	 29159844	chr1-5575	   16.70	-	ENSG00000116350	SRSF4	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	6.1771e-05	3	2	3	1	2	1	1	0	1	2	2	0	0	1	0	0	19	0	6.834289e-06	0	2.093956e-06
chr1	 30935695	 30935715	chr1-350	  249.90	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	0.0007181744	3	3	1	1	2	2	2	2	2	2	3	3	2	4	2	2	36	0	6.834289e-06	3.215319e-05	2.931538e-05
chr1	 30949124	 30949144	chr1-336	  249.00	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	0.0006576986	3	3	1	0	2	2	2	1	2	2	3	2	2	3	2	1	31	0	6.834289e-06	3.404455e-05	3.350329e-05
chr1	 30968181	 30968201	chr1-1943	   34.80	-	ENSG00000134644	PUM1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001242634	3	3	1	0	2	2	1	1	2	2	3	0	1	2	1	0	24	4.927298e-06	6.834289e-06	0	4.187912e-06
chr1	 30980529	 30980549	chr1-2780	   16.30	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	3.558536e-05	2	3	2	3	1	1	0	0	0	3	2	0	0	0	0	0	17	4.927298e-06	0	1.891364e-06	0
chr1	 30980697	 30980717	chr1-394	   73.20	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	0.0002379548	3	3	3	3	1	1	1	1	1	3	3	2	1	0	1	2	29	4.927298e-06	6.834289e-06	1.891364e-06	0
chr1	 30984751	 30984771	chr1-19326	    7.49	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	3.952141e-05	1	2	2	1	2	0	1	1	0	1	4	0	0	1	0	0	16	4.927298e-06	6.834289e-06	1.891364e-06	2.093956e-06
chr1	 30993329	 30993349	chr1-1043	   25.10	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	7.11188e-05	3	3	3	3	2	2	0	1	1	2	2	0	0	0	2	0	24	4.927298e-06	6.834289e-06	0	0
chr1	 31022060	 31022080	chr1-1386	   24.70	-	ENSG00000134644	PUM1	downstream 10K|intron	intron	intron	2	6.804732e-05	2	2	3	3	1	1	1	1	2	3	2	0	0	0	1	0	22	4.927298e-06	6.834289e-06	0	0
chr1	 31042415	 31042435	chr1-34898	    2.64	-	ENSG00000134644	PUM1	intron|CDS_Retained_intron	CDS_RI	intron	2	2.136307e-05	1	0	1	1	0	0	1	0	0	0	2	1	0	0	0	0	7	4.927298e-06	0	0	2.093956e-06
chr1	 31259792	 31259812	chr1-163	  167.50	-	ENSG00000060688	SNRNP40	3'UTR	3'UTR	3'UTR	1	0.0007094278	3	3	3	3	2	2	2	1	2	4	2	4	0	2	3	5	41	9.854595e-06	0	0	6.281867e-06
chr1	 31487124	 31487144	chr1-3077	   24.20	-				UnAn	UnAn	0	6.137981e-05	1	0	3	3	0	1	0	0	0	1	2	1	0	1	1	2	16	4.927298e-06	0	1.891364e-06	0
chr1	 31497642	 31497662	chr1-3916	   15.90	-	ENSG00000206981	RNU6-40P	snRNA	snRNA	ncRNA	1	6.43053e-05	1	1	2	0	1	2	1	1	0	0	2	2	0	2	2	0	17	4.927298e-06	0	0	8.375823e-06
chr1	 32043266	 32043286	chr1-8922	    7.05	+	ENSG00000121774	KHDRBS1	3'UTR|intron	3'UTR	3'UTR	2	2.199749e-05	0	0	2	1	1	2	1	0	0	1	2	1	0	1	0	1	13	0	0	3.782728e-06	2.093956e-06
chr1	 32044612	 32044632	chr1-580	   56.40	+	ENSG00000121774	KHDRBS1	downstream 10K|intron	intron	intron	2	0.000142128	3	3	2	3	2	2	1	1	1	3	2	2	0	0	0	1	26	0	6.834289e-06	1.891364e-06	0
chr1	 32172511	 32172531	chr1-249	   72.70	+	ENSG00000025800	KPNA6	3'UTR|intron|Other|lncRNA	3'UTR	3'UTR	4	0.0001991468	3	3	3	3	2	2	1	1	1	3	2	0	1	0	1	1	27	0	0	3.782728e-06	8.375823e-06
chr1	 32197833	 32197853	chr1-123	  116.80	+	ENSG00000084652	TXLNA	3'UTR|Other	3'UTR	3'UTR	2	0.0004458262	3	3	3	3	2	2	1	1	1	3	2	1	0	1	2	4	32	4.927298e-06	6.834289e-06	0	0
chr1	 32333899	 32333919	chr1-7	  915.80	-	ENSG00000175130	MARCKSL1	3'UTR	3'UTR	3'UTR	1	0.002310796	3	3	3	3	2	2	2	2	1	4	2	3	1	3	2	5	41	4.927298e-06	6.834289e-06	0	0
chr1	 33299361	 33299381	chr1-55	  245.90	+	ENSG00000160094	ZNF362	3'UTR|Other	3'UTR	3'UTR	2	0.0008549727	3	3	3	3	2	2	2	1	3	4	2	4	1	0	3	3	39	0	0	3.782728e-06	2.093956e-06
chr1	 35116083	 35116103	chr1-508	   50.70	+			downstream 10K|TE	TE	TE	2	0.0001086923	2	3	3	3	1	1	0	0	0	1	2	0	0	0	1	0	17	0	6.834289e-06	1.891364e-06	0
chr1	 35181801	 35181821	chr1-2792	   22.50	-	ENSG00000116560	SFPQ	downstream 10K|intron	intron	intron	2	6.332639e-05	1	1	2	3	1	2	1	1	1	3	2	1	0	0	0	1	20	1.478189e-05	0	1.891364e-06	0
chr1	 35184134	 35184154	chr1-6	 1494.00	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.004374837	3	3	3	3	2	2	2	2	2	4	4	3	2	4	4	6	49	1.970919e-05	2.050287e-05	1.891364e-06	4.187912e-06
chr1	 35184222	 35184242	chr1-11	  642.60	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.002480825	3	3	3	3	2	2	2	2	2	4	3	4	2	2	4	6	47	3.449108e-05	6.834289e-06	3.782728e-06	0
chr1	 35184330	 35184350	chr1-79	  312.00	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.001463271	3	3	3	3	2	2	2	1	3	5	2	3	2	3	3	7	47	1.970919e-05	0	1.891364e-06	0
chr1	 35184899	 35184919	chr1-1172	   23.80	-	ENSG00000116560	SFPQ	intron	intron	intron	1	7.526711e-05	3	3	2	3	1	1	1	1	2	3	2	1	0	1	1	0	25	1.478189e-05	0	1.891364e-06	0
chr1	 35185128	 35185148	chr1-1561	   27.80	-	ENSG00000116560	SFPQ	intron	intron	intron	1	0.0001147208	3	3	3	3	2	2	2	2	1	3	2	2	0	1	1	0	30	0	0	1.891364e-06	2.093956e-06
chr1	 35185788	 35185808	chr1-37	  301.00	-	ENSG00000116560	SFPQ	intron	intron	intron	1	0.0007726813	3	3	3	3	2	2	2	1	3	4	4	2	0	0	1	4	37	4.927298e-06	6.834289e-06	5.674092e-06	4.187912e-06
chr1	 35186061	 35186081	chr1-1531	   21.20	-	ENSG00000116560	SFPQ	intron	intron	intron	1	9.131894e-05	3	2	3	3	2	2	1	1	1	3	3	1	0	0	2	0	27	4.927298e-06	0	1.891364e-06	2.093956e-06
chr1	 35186902	 35186922	chr1-185	  103.60	-	ENSG00000116560	SFPQ	intron	intron	intron	1	0.0002861552	3	3	3	3	2	2	1	1	1	3	2	1	0	0	2	2	29	9.854595e-06	6.834289e-06	0	0
chr1	 35274617	 35274637	chr1-3499	   13.70	+	ENSG00000146463	ZMYM4	intron|TE	TE	TE	2	5.027587e-05	0	2	1	3	1	1	0	0	0	1	2	1	0	2	2	2	18	0	0	3.782728e-06	2.093956e-06
chr1	 35327638	 35327658	chr1-3896	   15.40	+	ENSG00000146463	ZMYM4	intron	intron	intron	1	3.780354e-05	2	2	3	3	1	1	1	0	1	2	2	0	0	0	0	0	18	4.927298e-06	6.834289e-06	0	0
chr1	 35409461	 35409481	chr1-1139	   26.00	+	ENSG00000146463	ZMYM4	intron	intron	intron	1	8.348497e-05	3	3	3	3	2	2	1	1	1	2	2	2	0	0	1	0	26	4.927298e-06	6.834289e-06	0	0
chr1	 35447235	 35447255	chr1-32825	    3.08	+			TE|unannotated	TE	TE	2	2.239609e-05	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	5	0	0	1.891364e-06	2.093956e-06
chr1	 35615445	 35615465	chr1-24679	    3.53	-	ENSG00000126067	PSMB2	intron	intron	intron	1	1.559217e-05	1	0	0	2	0	0	0	1	0	1	2	0	0	0	0	0	7	0	6.834289e-06	1.891364e-06	0
chr1	 35932557	 35932577	chr1-21843	    4.41	-				UnAn	UnAn	0	1.864838e-05	0	0	0	0	1	1	0	1	0	0	2	1	0	0	1	1	8	0	0	1.891364e-06	2.093956e-06
chr1	 35967948	 35967968	chr1-21922	    3.97	+	ENSG00000126070	AGO3	intron|CDS_Retained_intron	CDS_RI	intron	2	1.777217e-05	1	1	0	1	1	1	0	0	1	0	2	0	0	0	0	0	8	4.927298e-06	6.834289e-06	0	0
chr1	 35969153	 35969173	chr1-952	   32.20	+	ENSG00000126070	AGO3	intron|CDS_Retained_intron	CDS_RI	intron	2	9.002741e-05	3	3	2	3	2	2	1	1	1	3	2	1	0	0	1	2	27	0	6.834289e-06	0	2.093956e-06
chr1	 35971670	 35971690	chr1-11235	    6.17	+	ENSG00000126070	AGO3	intron|CDS_Retained_intron	CDS_RI	intron	2	1.924593e-05	1	2	2	1	2	1	0	0	0	1	2	0	0	0	0	0	12	0	6.834289e-06	0	2.093956e-06
chr1	 36304368	 36304388	chr1-266	   86.80	+	ENSG00000054118	THRAP3	3'UTR|intron	3'UTR	3'UTR	2	0.0002048705	3	3	3	3	2	2	1	1	1	3	2	1	0	0	1	2	28	4.927298e-06	0	1.891364e-06	0
chr1	 36304463	 36304483	chr1-128	  131.30	+	ENSG00000054118	THRAP3	3'UTR|CDS|intron|Other	3'UTR	3'UTR	4	0.0004513035	3	3	3	3	2	2	1	1	2	3	3	1	0	2	2	6	37	4.927298e-06	0	1.891364e-06	2.093956e-06
chr1	 36305033	 36305053	chr1-151	  121.60	+	ENSG00000054118	THRAP3	3'UTR	3'UTR	3'UTR	1	0.0004815188	3	3	3	3	2	2	1	1	2	3	2	3	0	2	3	4	37	4.927298e-06	0	0	2.093956e-06
chr1	 37189828	 37189848	chr1-48975	    2.20	-	ENSG00000223944		intron|lncRNA	lncRNA	ncRNA	2	1.431787e-05	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	5	0	0	1.891364e-06	2.093956e-06
chr1	 37577270	 37577290	chr1-1160	   27.80	-	ENSG00000134697	GNL2	intron	intron	intron	1	6.901251e-05	2	3	2	2	1	1	1	1	1	3	2	0	0	0	0	0	19	4.927298e-06	6.834289e-06	0	0
chr1	 37963857	 37963877	chr1-13810	    5.73	-	ENSG00000183431	SF3A3	intron	intron	intron	1	1.921074e-05	3	0	1	2	0	1	1	0	0	0	2	0	0	0	0	0	10	0	6.834289e-06	3.782728e-06	0
chr1	 39318897	 39318917	chr1-13574	    6.17	+	ENSG00000127603	MACF1	downstream 10K|intron|Other|CDS_Retained_intron	Other	Other	4	2.18899e-05	2	1	1	2	2	1	0	1	1	0	2	0	0	0	0	0	13	0	6.834289e-06	1.891364e-06	0
chr1	 39560858	 39560878	chr1-949	   33.90	-	ENSG00000090621	PABPC4	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001637289	3	3	3	3	1	2	1	1	1	3	2	0	1	0	0	2	26	9.854595e-06	6.834289e-06	0	0
chr1	 39663546	 39663566	chr1-14299	   14.50	-	ENSG00000116981	NT5C1A	intron	intron	intron	1	4.821207e-05	0	1	0	0	1	1	0	1	1	1	2	2	1	1	0	0	12	0	0	1.891364e-06	2.093956e-06
chr1	 39870593	 39870613	chr1-4859	    9.70	-	ENSG00000043514	TRIT1	intron	intron	intron	1	5.39332e-05	3	1	1	1	0	0	1	0	0	1	2	0	0	1	1	0	12	4.927298e-06	0	0	2.093956e-06
chr1	 40375386	 40375406	chr1-20680	    4.85	+	ENSG00000084070	SMAP2	intron	intron	intron	1	1.366554e-05	1	2	0	2	1	1	0	0	0	1	2	0	0	0	0	0	10	4.927298e-06	0	1.891364e-06	0
chr1	 40508075	 40508095	chr1-942	   32.20	-	ENSG00000238287	EXO5-DT	intron|lncRNA	lncRNA	ncRNA	2	8.453154e-05	3	3	3	3	2	2	1	0	0	4	2	1	0	0	0	0	24	4.927298e-06	0	0	2.093956e-06
chr1	 40710568	 40710588	chr1-3252	   14.10	+	ENSG00000066136	NFYC	intron|CDS_Retained_intron	CDS_RI	intron	2	4.551247e-05	3	3	3	2	0	1	0	1	1	2	2	1	0	0	0	0	19	9.854595e-06	0	1.891364e-06	0
chr1	 40712588	 40712608	chr1-13113	    5.73	+	ENSG00000066136	NFYC	intron|CDS_Retained_intron	CDS_RI	intron	2	2.253643e-05	1	1	1	1	2	1	1	0	1	0	2	0	0	0	1	0	12	4.927298e-06	6.834289e-06	0	0
chr1	 41074073	 41074093	chr1-19724	    3.97	-	ENSG00000010803	SCMH1	intron	intron	intron	1	3.204867e-05	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	2	7	0	0	1.891364e-06	4.187912e-06
chr1	 41213671	 41213691	chr1-38390	    2.20	-	ENSG00000010803	SCMH1	intron|CDS_Retained_intron	CDS_RI	intron	2	1.219347e-05	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	4.927298e-06	0	0	2.093956e-06
chr1	 42177434	 42177454	chr1-22849	    3.97	-	ENSG00000198815	FOXJ3	3'UTR	3'UTR	3'UTR	1	1.780178e-05	1	0	2	1	1	1	0	0	0	1	2	0	0	0	0	0	9	4.927298e-06	6.834289e-06	0	0
chr1	 42668187	 42668207	chr1-182	  126.50	+	ENSG00000171960	PPIH	3'UTR|intron	3'UTR	3'UTR	2	0.0002905498	3	3	3	3	2	2	1	2	2	4	2	0	0	1	1	2	31	4.927298e-06	0	0	4.187912e-06
chr1	 42991466	 42991486	chr1-3151	   17.60	+	ENSG00000207256	RNU6-880P	intron|lncRNA|snRNA	lncRNA	ncRNA	3	3.522519e-05	1	1	2	0	2	2	1	0	0	0	2	2	0	1	0	0	14	0	0	1.891364e-06	4.187912e-06
chr1	 43124023	 43124043	chr1-33018	    2.20	+			unannotated	UnAn	UnAn	1	1.521218e-05	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	5	4.927298e-06	6.834289e-06	0	0
chr1	 43801646	 43801666	chr1-6319	    8.37	+	ENSG00000126091	ST3GAL3	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.415892e-05	2	3	1	1	0	0	1	0	0	2	2	0	0	0	0	0	12	4.927298e-06	0	1.891364e-06	0
chr1	 44730904	 44730924	chr1-5596	    8.81	-				UnAn	UnAn	0	6.661871e-05	3	0	3	0	1	0	1	0	1	0	2	0	1	0	0	0	12	0	1.366858e-05	1.891364e-06	0
chr1	 44775898	 44775918	chr1-1411	   78.00	+	ENSG00000142937	RPS8	downstream 10K|intron|snoRNA	snoRNA	snoRNA	3	0.0002543871	3	3	0	1	2	2	2	1	2	3	2	2	0	2	0	0	25	0	0	1.891364e-06	1.046978e-05
chr1	 44777873	 44777893	chr1-776	   71.00	+	ENSG00000142937	RPS8	intron|snoRNA	snoRNA	snoRNA	2	0.0004497079	3	3	2	0	2	1	1	1	1	2	2	2	1	2	2	1	26	0	0	9.456819e-06	1.465769e-05
chr1	 44778421	 44778441	chr1-186	  197.40	+	ENSG00000142937	RPS8	intron|snoRNA	snoRNA	snoRNA	2	0.001137758	3	3	1	3	2	2	2	2	4	5	4	4	3	4	1	2	45	1.478189e-05	2.050287e-05	4.72841e-05	3.76912e-05
chr1	 44819894	 44819914	chr1-1062	   54.20	-	ENSG00000117425	PTCH2	3'UTR|snRNA	3'UTR	3'UTR	2	0.000118244	3	3	3	3	1	1	0	0	0	0	2	0	0	0	0	0	16	0	0	1.891364e-06	2.093956e-06
chr1	 45014313	 45014333	chr1-3891	   13.70	+	ENSG00000126088	UROD	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	8.758205e-05	1	3	1	3	1	2	1	1	1	2	2	2	0	0	1	1	22	9.854595e-06	6.834289e-06	0	0
chr1	 45156406	 45156426	chr1-44703	    2.64	-	ENSG00000162415	ZSWIM5	intron	intron	intron	1	2.497848e-05	1	0	0	0	0	0	1	0	1	1	2	0	0	0	0	1	7	4.927298e-06	6.834289e-06	0	0
chr1	 45187544	 45187564	chr1-14141	    4.41	-	ENSG00000162415	ZSWIM5	intron	intron	intron	1	2.617519e-05	0	2	1	1	0	1	0	0	2	0	2	1	0	0	0	0	10	0	6.834289e-06	0	2.093956e-06
chr1	 45202234	 45202254	chr1-38634	    3.08	-	ENSG00000162415	ZSWIM5	intron	intron	intron	1	1.831806e-05	1	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	6	4.927298e-06	6.834289e-06	0	0
chr1	 45602105	 45602125	chr1-4775	   11.50	+	ENSG00000132780	NASP	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0002477013	1	1	0	2	1	1	1	0	1	3	2	1	0	0	1	0	15	9.854595e-06	0	0	2.093956e-06
chr1	 45627697	 45627717	chr1-34	  406.30	-	ENSG00000159592	GPBP1L1	3'UTR	3'UTR	3'UTR	1	0.001442155	3	3	3	3	2	2	1	2	1	4	2	4	3	3	2	6	44	4.927298e-05	2.050287e-05	0	0
chr1	 45628001	 45628021	chr1-2057	   16.30	-	ENSG00000159592	GPBP1L1	3'UTR	3'UTR	3'UTR	1	4.128111e-05	2	2	2	2	2	2	0	1	1	3	2	1	0	0	0	1	21	0	0	1.891364e-06	2.093956e-06
chr1	 45660815	 45660835	chr1-75	  218.20	-	ENSG00000159592	GPBP1L1	5'UTR	5'UTR	5'UTR	1	0.0007380966	3	3	3	3	2	2	2	1	2	5	2	1	1	2	2	5	39	0	6.834289e-06	0	2.093956e-06
chr1	 45893766	 45893786	chr1-30349	    3.08	+	ENSG00000086015	MAST2	intron	intron	intron	1	1.741672e-05	1	1	1	0	0	0	1	1	0	0	2	0	0	0	0	0	7	0	0	1.891364e-06	2.093956e-06
chr1	 45944372	 45944392	chr1-19927	    5.29	+	ENSG00000086015	MAST2	intron	intron	intron	1	1.889909e-05	1	2	0	2	0	0	1	1	0	1	2	0	0	0	0	0	10	4.927298e-06	0	0	2.093956e-06
chr1	 46130427	 46130447	chr1-2626	   24.70	-	ENSG00000117461	PIK3R3	intron	intron	intron	1	7.910017e-05	3	3	3	3	2	1	1	1	2	4	2	0	0	0	0	0	25	9.854595e-06	6.834289e-06	0	0
chr1	 46353359	 46353379	chr1-19371	    3.97	+	ENSG00000117481	NSUN4	downstream 10K|intron	intron	intron	2	1.746631e-05	0	0	1	1	2	2	0	0	0	1	2	0	0	0	0	0	9	4.927298e-06	6.834289e-06	0	0
chr1	 46593145	 46593165	chr1-19290	    3.53	-	ENSG00000079277	MKNK1	intron|CDS_Retained_intron	CDS_RI	intron	2	1.800788e-05	0	1	0	0	1	2	0	0	1	1	2	1	0	0	0	0	9	0	6.834289e-06	0	2.093956e-06
chr1	 46675279	 46675299	chr1-30609	    3.08	-	ENSG00000159658	EFCAB14	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	1.871081e-05	0	0	3	1	0	0	0	0	0	1	2	1	0	0	0	0	8	4.927298e-06	6.834289e-06	0	0
chr1	 46720178	 46720198	chr1-30618	    3.08	+			unannotated	UnAn	UnAn	1	2.6275e-05	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	5	0	0	1.891364e-06	4.187912e-06
chr1	 47258380	 47258400	chr1-19210	    4.85	-	ENSG00000123473	STIL	intron|CDS_Retained_intron	CDS_RI	intron	2	2.159015e-05	0	0	2	0	0	2	0	1	1	2	2	0	0	0	0	0	10	4.927298e-06	6.834289e-06	0	0
chr1	 47269568	 47269588	chr1-17170	    3.97	-	ENSG00000123473	STIL	intron|CDS_Retained_intron	CDS_RI	intron	2	2.355328e-05	1	2	0	0	1	0	1	0	1	0	2	0	0	0	0	0	8	4.927298e-06	6.834289e-06	0	0
chr1	 47298303	 47298323	chr1-4453	   12.30	-	ENSG00000123473	STIL	intron	intron	intron	1	4.33597e-05	2	1	2	2	1	2	0	0	1	2	2	2	0	0	1	0	18	9.854595e-06	0	1.891364e-06	0
chr1	 47299709	 47299729	chr1-9842	    6.61	-	ENSG00000123473	STIL	intron	intron	intron	1	2.713955e-05	2	3	0	2	2	0	0	0	0	1	2	1	0	0	0	0	13	4.927298e-06	6.834289e-06	0	0
chr1	 47376903	 47376923	chr1-15	  608.20	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	0.001818326	3	3	3	3	2	2	2	1	3	5	2	2	3	3	3	5	45	0	6.834289e-06	0	4.187912e-06
chr1	 47377128	 47377148	chr1-1713	   19.40	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	7.56137e-05	3	3	3	3	2	1	1	1	1	3	3	0	0	0	1	1	26	4.927298e-06	0	1.891364e-06	2.093956e-06
chr1	 49128159	 49128179	chr1-36017	    7.05	+	ENSG00000229846		intron|TE|lncRNA	lncRNA	ncRNA	3	1.500554e-05	0	1	0	0	1	2	1	0	0	0	2	1	0	1	0	0	9	0	0	1.891364e-06	2.093956e-06
chr1	 50550354	 50550374	chr1-35916	    2.64	+			TE|unannotated	TE	TE	2	1.157455e-05	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	5	0	0	1.891364e-06	4.187912e-06
chr1	 50597378	 50597398	chr1-5243	   10.10	-	ENSG00000185104	FAF1	intron	intron	intron	1	3.191567e-05	1	2	2	2	1	1	0	0	2	3	2	0	0	0	0	0	16	0	6.834289e-06	1.891364e-06	0
chr1	 51760577	 51760597	chr1-10328	    6.17	+	ENSG00000117859	OSBPL9	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.799035e-05	3	2	1	0	0	1	1	1	1	1	2	0	0	0	0	0	13	4.927298e-06	6.834289e-06	0	0
chr1	 52192044	 52192064	chr1-3026	   15.40	+	ENSG00000157077	ZFYVE9	intron|TE|CDS_Retained_intron	TE	TE	3	4.030221e-05	2	3	2	3	1	1	0	1	0	2	2	0	0	0	0	0	17	4.927298e-06	6.834289e-06	0	0
chr1	 52423609	 52423629	chr1-1953	   31.30	-	ENSG00000134744	TUT4	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	7.739248e-05	2	3	2	3	2	2	2	1	0	3	3	2	0	1	0	0	26	4.927298e-06	0	1.891364e-06	2.093956e-06
chr1	 52471831	 52471851	chr1-5177	   11.50	-	ENSG00000134744	TUT4	downstream 10K|intron	intron	intron	2	5.190182e-05	3	3	2	2	1	1	1	1	1	1	2	1	0	0	0	0	19	4.927298e-06	6.834289e-06	0	0
chr1	 52511267	 52511287	chr1-19385	    3.97	-	ENSG00000134744	TUT4	downstream 10K|intron|TE	TE	TE	3	1.388925e-05	1	0	1	3	0	1	1	0	1	0	2	0	0	0	0	0	10	0	0	1.891364e-06	2.093956e-06
chr1	 52789930	 52789950	chr1-1835	   21.20	+	ENSG00000162378	ZYG11B	intron	intron	intron	1	5.591875e-05	3	3	3	3	1	1	1	1	2	1	2	0	0	0	0	0	21	4.927298e-06	0	1.891364e-06	0
chr1	 56577904	 56577924	chr1-506	   50.70	-	ENSG00000162407	PLPP3	intron|TE	TE	TE	2	0.0001256803	3	3	3	3	2	2	0	1	2	2	2	1	0	0	1	0	25	4.927298e-06	0	1.891364e-06	0
chr1	 56682219	 56682239	chr1-2400	   23.80	+	ENSG00000162409	PRKAA2	intron	intron	intron	1	5.682687e-05	2	2	3	3	1	1	1	1	1	2	2	1	0	0	0	0	20	0	0	1.891364e-06	2.093956e-06
chr1	 57176972	 57176992	chr1-20622	    4.41	+			Other|unannotated	Other	Other	2	2.492677e-05	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	3	7	0	0	1.891364e-06	2.093956e-06
chr1	 58655119	 58655139	chr1-6497	    8.81	-	ENSG00000162601	MYSM1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001000008	2	1	0	3	1	1	1	0	2	1	2	1	0	0	1	0	16	0	6.834289e-06	1.891364e-06	0
chr1	 58658668	 58658688	chr1-3777	   13.20	-	ENSG00000162601	MYSM1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	7.307802e-05	0	3	3	3	2	1	1	1	1	3	2	1	0	0	0	0	21	4.927298e-06	6.834289e-06	0	0
chr1	 58689218	 58689238	chr1-314	  141.50	-	ENSG00000162601	MYSM1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0003469788	3	3	3	3	2	2	1	1	2	4	2	3	0	1	1	1	32	4.927298e-06	1.366858e-05	0	0
chr1	 60522089	 60522109	chr1-328	   69.20	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	0.0002277656	3	3	3	3	2	2	1	1	1	4	3	3	1	1	2	2	35	4.927298e-06	1.366858e-05	1.891364e-06	0
chr1	 60538495	 60538515	chr1-18527	    3.53	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	3.313938e-05	0	1	1	2	1	1	1	0	0	2	2	0	0	0	0	0	11	9.854595e-06	6.834289e-06	0	0
chr1	 60566738	 60566758	chr1-6421	    8.81	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	2.045794e-05	2	1	3	3	0	2	0	0	1	0	2	0	0	0	0	0	14	4.927298e-06	0	0	2.093956e-06
chr1	 60595367	 60595387	chr1-35848	    2.64	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	1.700516e-05	1	0	0	2	1	1	0	0	0	0	2	0	0	0	0	0	7	4.927298e-06	6.834289e-06	0	0
chr1	 60599094	 60599114	chr1-22354	    3.53	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	1.360234e-05	1	1	0	1	0	0	0	0	1	1	2	0	0	0	0	0	7	4.927298e-06	0	0	2.093956e-06
chr1	 60601173	 60601193	chr1-5085	    9.70	-	ENSG00000226476	LINC01748	intron|lncRNA	lncRNA	ncRNA	2	4.544626e-05	2	3	1	3	1	1	1	1	1	1	2	0	0	0	0	1	18	4.927298e-06	6.834289e-06	0	0
