chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	G3BP_E_S_1	G3BP_E_S_2	G3BP_E_S_3	G3BP_E_S_4	G3BP_E_S_5	G3BP_E_S_6	G3BP_E_S_7
chr1	 32680371	 32680391	chr1-38	  279.90	+	ENSG00000162521	RBBP4	3'UTR|intron|Other	3'UTR	3'UTR	3	0.001022869	3	3	3	3	2	2	1	2	3	4	1	3	1	3	4	4	42	0	2.646155e-05	4.195815e-05	3.38192e-05	0	0	7.468148e-05
chr1	 32680523	 32680543	chr1-71	  252.50	+	ENSG00000162521	RBBP4	3'UTR|CDS|intron	3'UTR	3'UTR	3	0.0008561527	3	3	3	3	2	2	1	2	1	3	1	2	1	1	3	5	36	0	0	3.814377e-06	4.509227e-05	0.0001069061	8.539856e-06	1.49363e-05
chr1	 32681148	 32681168	chr1-1392	   29.10	+	ENSG00000162521	RBBP4	3'UTR	3'UTR	3'UTR	1	9.140155e-05	2	2	3	3	1	2	1	1	1	2	1	0	0	0	0	3	22	0	1.653847e-06	3.814377e-06	1.127307e-05	0	0	0
chr1	 32683383	 32683403	chr1-369	  123.00	+	ENSG00000162521	RBBP4	3'UTR	3'UTR	3'UTR	1	0.0003233867	3	3	3	3	1	2	1	1	1	3	1	1	0	0	1	3	27	0	0	5.721566e-06	3.38192e-05	3.563538e-05	0	0
chr1	 32856294	 32856314	chr1-231	   70.10	+	ENSG00000116497	S100PBP	3'UTR	3'UTR	3'UTR	1	0.0001723974	3	3	3	3	2	2	2	0	1	3	0	1	0	1	1	3	28	0	4.96154e-06	3.814377e-06	1.127307e-05	0	0	0
chr1	 33299361	 33299381	chr1-55	  245.90	+	ENSG00000160094	ZNF362	3'UTR|Other	3'UTR	3'UTR	2	0.0008549727	3	3	3	3	2	2	2	1	3	4	2	4	1	0	3	3	39	0	2.48077e-05	3.051502e-05	0	0	4.269928e-05	0
chr1	 35183662	 35183682	chr1-138	  250.80	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.0007289485	3	3	3	3	2	2	2	1	3	3	1	2	1	3	3	5	40	0	8.269233e-06	7.628754e-06	2.254614e-05	3.563538e-05	0	1.49363e-05
chr1	 35183852	 35183872	chr1-390	   81.10	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.0003112449	2	3	3	3	2	2	1	0	2	3	1	1	0	1	2	4	30	0	3.307693e-06	3.814377e-06	2.254614e-05	3.563538e-05	0	0
chr1	 35184134	 35184154	chr1-6	 1494.00	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.004374837	3	3	3	3	2	2	2	2	2	4	4	3	2	4	4	6	49	0	0.0001008846	0.000162111	0.000169096	0.0003207184	8.539856e-06	5.974519e-05
chr1	 35184222	 35184242	chr1-11	  642.60	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.002480825	3	3	3	3	2	2	2	2	2	4	3	4	2	2	4	6	47	0	4.134616e-05	1.907189e-05	0.0002254614	0.0001069061	2.561957e-05	0.0001194904
chr1	 35184330	 35184350	chr1-79	  312.00	-	ENSG00000116560	SFPQ	3'UTR|intron	3'UTR	3'UTR	2	0.001463271	3	3	3	3	2	2	2	1	3	5	2	3	2	3	3	7	47	7.605141e-05	2.315385e-05	2.479345e-05	0.0001127307	0.0001425415	2.561957e-05	4.480889e-05
chr1	 35185788	 35185808	chr1-37	  301.00	-	ENSG00000116560	SFPQ	intron	intron	intron	1	0.0007726813	3	3	3	3	2	2	2	1	3	4	4	2	0	0	1	4	37	0	3.307693e-06	1.907189e-06	1.127307e-05	0	4.269928e-05	0
chr1	 35421802	 35421822	chr1-5305	   11.50	+	ENSG00000146463	ZMYM4	3'UTR	3'UTR	3'UTR	1	6.659823e-05	3	2	1	2	0	1	0	0	0	3	0	0	0	0	1	3	16	0	3.307693e-06	3.814377e-06	0	3.563538e-05	0	0
chr1	 35603182	 35603202	chr1-343	   66.10	-	ENSG00000126067	PSMB2	3'UTR	3'UTR	3'UTR	1	0.0001758529	3	3	3	3	2	2	1	1	2	3	1	1	0	0	0	3	28	0	4.96154e-06	3.814377e-06	1.127307e-05	0	0	0
chr1	 35855671	 35855691	chr1-333	   62.60	+	ENSG00000134698	AGO4	3'UTR	3'UTR	3'UTR	1	0.0002158497	2	2	3	3	2	2	2	1	2	4	1	1	0	1	1	4	31	0	6.615386e-06	5.721566e-06	1.127307e-05	0	2.561957e-05	0
chr1	 35926957	 35926977	chr1-133	  212.40	+	ENSG00000092847	AGO1	3'UTR|Other	3'UTR	3'UTR	2	0.0008124525	3	3	3	3	2	2	1	2	2	3	0	2	1	2	3	4	36	0	4.96154e-06	3.432939e-05	7.891147e-05	0.0001069061	0	0
chr1	 36304463	 36304483	chr1-128	  131.30	+	ENSG00000054118	THRAP3	3'UTR|CDS|intron|Other	3'UTR	3'UTR	4	0.0004513035	3	3	3	3	2	2	1	1	2	3	3	1	0	2	2	6	37	0	1.819231e-05	2.288626e-05	1.127307e-05	7.127076e-05	8.539856e-06	1.49363e-05
chr1	 36305033	 36305053	chr1-151	  121.60	+	ENSG00000054118	THRAP3	3'UTR	3'UTR	3'UTR	1	0.0004815188	3	3	3	3	2	2	1	1	2	3	2	3	0	2	3	4	37	0	1.819231e-05	5.721566e-06	1.127307e-05	3.563538e-05	0	0
chr1	 36594398	 36594418	chr1-25873	    4.41	-			unannotated	UnAn	UnAn	1	9.247256e-05	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	3	7	7.605141e-05	1.653847e-06	0	0	0	8.539856e-06	0
chr1	 39485945	 39485965	chr1-926	   36.60	+	ENSG00000127603	MACF1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000116575	2	3	3	2	2	2	0	0	2	4	0	0	0	0	0	3	23	0	3.307693e-06	3.814377e-06	1.127307e-05	0	0	0
chr1	 40290883	 40290903	chr1-600	   48.00	+	ENSG00000084073	ZMPSTE24	3'UTR|CDS|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001348345	1	2	3	3	2	1	1	1	0	3	1	0	0	0	0	3	21	0	3.307693e-06	3.814377e-06	2.254614e-05	0	0	0
chr1	 40293392	 40293412	chr1-242	   71.80	+	ENSG00000084073	ZMPSTE24	3'UTR	3'UTR	3'UTR	1	0.0004628002	2	3	3	3	1	2	1	1	1	3	0	0	0	1	1	5	27	0	4.96154e-06	3.814377e-06	1.127307e-05	3.563538e-05	0	1.49363e-05
chr1	 43622484	 43622504	chr1-80	  202.70	+	ENSG00000142949	PTPRF	3'UTR	3'UTR	3'UTR	1	0.0007899235	3	3	3	3	2	2	2	2	2	3	0	2	1	3	0	5	36	0	6.615386e-06	5.721566e-06	3.38192e-05	3.563538e-05	0	1.49363e-05
chr1	 43705439	 43705459	chr1-2129	   19.80	+	ENSG00000066135	KDM4A	3'UTR|intron	3'UTR	3'UTR	2	5.472767e-05	2	3	1	3	2	2	0	1	1	2	0	0	0	0	0	3	20	0	4.96154e-06	5.721566e-06	1.127307e-05	0	0	0
chr1	 44910641	 44910661	chr1-10673	    7.49	-	ENSG00000070785	EIF2B3	intron	intron	intron	1	3.855976e-05	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	3	8	0	6.615386e-06	7.628754e-06	0	0	8.539856e-06	0
chr1	 45511238	 45511258	chr1-17	  493.20	-	ENSG00000117450	PRDX1	3'UTR	3'UTR	3'UTR	1	0.001531877	3	3	3	3	2	2	2	1	2	5	1	3	2	1	4	5	42	0	2.150001e-05	4.195815e-05	1.127307e-05	7.127076e-05	8.539856e-06	0
chr1	 45627562	 45627582	chr1-4147	    9.70	-	ENSG00000159592	GPBP1L1	3'UTR	3'UTR	3'UTR	1	3.751023e-05	2	1	1	2	1	1	0	0	1	3	0	0	0	0	1	3	16	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr1	 45627697	 45627717	chr1-34	  406.30	-	ENSG00000159592	GPBP1L1	3'UTR	3'UTR	3'UTR	1	0.001442155	3	3	3	3	2	2	1	2	1	4	2	4	3	3	2	6	44	0	1.323077e-05	1.71647e-05	0.0001127307	3.563538e-05	1.707971e-05	4.480889e-05
chr1	 45660815	 45660835	chr1-75	  218.20	-	ENSG00000159592	GPBP1L1	5'UTR	5'UTR	5'UTR	1	0.0007380966	3	3	3	3	2	2	2	1	2	5	2	1	1	2	2	5	39	0	9.92308e-06	1.144313e-05	2.254614e-05	0	1.707971e-05	5.974519e-05
chr1	 46043382	 46043402	chr1-2229	   24.20	-	ENSG00000117461	PIK3R3	3'UTR	3'UTR	3'UTR	1	8.957927e-05	1	3	2	3	1	1	1	1	1	3	0	0	0	0	0	3	20	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr1	 46325960	 46325980	chr1-44126	    2.20	-			Other|unannotated	Other	Other	2	1.322192e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	4	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr1	 46362991	 46363011	chr1-126	  122.10	+	ENSG00000117481	NSUN4	3'UTR	3'UTR	3'UTR	1	0.0004076885	3	3	3	3	2	2	1	2	1	4	1	1	0	1	1	4	32	0	9.92308e-06	5.721566e-06	3.38192e-05	0	8.539856e-06	0
chr1	 46676798	 46676818	chr1-1082	   28.60	-	ENSG00000159658	EFCAB14	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001005011	1	3	3	3	1	2	1	1	1	3	1	0	0	2	0	3	25	0	1.653847e-06	5.721566e-06	1.127307e-05	0	0	0
chr1	 47376720	 47376740	chr1-2450	   21.60	+	ENSG00000162368	CMPK1	3'UTR|CDS|intron	3'UTR	3'UTR	3	7.445668e-05	1	3	3	3	1	1	1	1	1	1	0	0	0	1	0	3	20	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr1	 47376903	 47376923	chr1-15	  608.20	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	0.001818326	3	3	3	3	2	2	2	1	3	5	2	2	3	3	3	5	45	0	9.92308e-06	2.670064e-05	0.0001240037	3.563538e-05	0	2.987259e-05
chr1	 47377497	 47377517	chr1-1751	   22.90	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	0.0001058993	0	2	3	3	2	1	1	0	0	3	0	2	0	0	0	3	20	0	0	1.907189e-06	2.254614e-05	0	0	1.49363e-05
chr1	 47377615	 47377635	chr1-26	  325.70	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	0.000971491	3	3	3	3	2	2	2	2	1	5	1	3	0	3	3	4	40	0	1.323077e-05	3.623658e-05	0	0	2.561957e-05	2.987259e-05
chr1	 47377710	 47377730	chr1-364	   50.20	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	0.0003172928	3	3	3	3	2	2	0	1	2	4	0	0	2	1	2	4	32	0	1.323077e-05	1.335032e-05	0	0	8.539856e-06	1.49363e-05
chr1	 47377825	 47377845	chr1-136	  131.80	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	0.0005159077	0	3	3	3	2	2	1	1	2	3	1	1	2	1	3	5	33	0	4.96154e-06	3.814377e-06	1.127307e-05	7.127076e-05	0	1.49363e-05
chr1	 47377954	 47377974	chr1-188	   93.00	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	0.000338115	3	3	3	3	2	2	2	1	2	3	1	0	0	2	1	3	31	0	0	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr1	 47378145	 47378165	chr1-2369	   19.00	+	ENSG00000162368	CMPK1	3'UTR|intron	3'UTR	3'UTR	2	8.005814e-05	0	2	3	3	2	2	0	1	2	3	0	0	0	0	2	3	23	0	4.96154e-06	1.907189e-06	1.127307e-05	0	0	0
chr1	 50585879	 50585899	chr1-17389	    4.85	+			TE	TE	TE	1	3.592839e-05	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	4	7	0	3.307693e-06	5.721566e-06	0	0	8.539856e-06	1.49363e-05
chr1	 51273065	 51273085	chr1-1849	   21.60	+	ENSG00000123091	RNF11	3'UTR	3'UTR	3'UTR	1	6.626026e-05	3	2	3	3	1	1	1	1	0	2	0	1	0	0	0	3	21	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr1	 51355388	 51355408	chr1-1732	   24.70	-	ENSG00000085832	EPS15	3'UTR	3'UTR	3'UTR	1	7.846979e-05	2	2	3	3	1	1	1	1	1	3	0	0	0	0	0	3	21	0	0	1.907189e-06	1.127307e-05	0	0	1.49363e-05
chr1	 51355699	 51355719	chr1-43	  211.50	-	ENSG00000085832	EPS15	3'UTR	3'UTR	3'UTR	1	0.0006682781	3	3	3	3	1	2	1	1	2	4	1	2	0	1	3	4	34	0	4.96154e-05	3.051502e-05	1.127307e-05	0	0	4.480889e-05
chr1	 51356496	 51356516	chr1-19	  324.40	-	ENSG00000085832	EPS15	3'UTR	3'UTR	3'UTR	1	0.001127248	3	3	3	3	2	2	2	1	2	4	1	3	2	0	3	6	40	0	3.142309e-05	1.71647e-05	3.38192e-05	7.127076e-05	8.539856e-05	5.974519e-05
chr1	 51788361	 51788381	chr1-1458	   36.10	+	ENSG00000117859	OSBPL9	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001033132	2	3	3	3	2	1	1	1	1	2	0	1	1	0	0	3	24	0	3.307693e-06	3.814377e-06	2.254614e-05	0	0	0
chr1	 51912527	 51912547	chr1-682	   34.40	-	ENSG00000169213	RAB3B	3'UTR	3'UTR	3'UTR	1	0.0002119395	3	3	3	3	0	2	1	1	0	2	1	1	0	1	1	4	26	0	1.653847e-06	1.907189e-06	0	3.563538e-05	0	7.468148e-05
chr1	 52823532	 52823552	chr1-440	   46.30	+	ENSG00000162378	ZYG11B	3'UTR|Other	3'UTR	3'UTR	2	0.00028239	3	3	3	3	2	2	1	1	1	4	0	1	0	0	2	5	31	0	6.615386e-06	1.144313e-05	1.127307e-05	3.563538e-05	0	7.468148e-05
chr1	 52826395	 52826415	chr1-4634	   11.90	+	ENSG00000162378	ZYG11B	3'UTR	3'UTR	3'UTR	1	4.538486e-05	0	3	2	2	1	2	0	0	0	2	1	0	0	0	1	3	17	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr1	 53766445	 53766465	chr1-141	  156.90	-	ENSG00000058804	NDC1	3'UTR	3'UTR	3'UTR	1	0.0004061286	3	3	3	3	2	2	1	2	2	3	0	2	0	1	3	4	34	0	1.653847e-06	1.907189e-06	1.127307e-05	0	8.539856e-06	0
chr1	 56709114	 56709134	chr1-693	   38.80	+	ENSG00000162409	PRKAA2	3'UTR	3'UTR	3'UTR	1	0.0002385136	3	3	3	3	2	2	1	1	1	4	0	1	1	2	2	4	33	0	6.615386e-06	3.814377e-06	1.127307e-05	0	0	1.49363e-05
chr1	 56711555	 56711575	chr1-1797	   22.90	+	ENSG00000162409	PRKAA2	3'UTR	3'UTR	3'UTR	1	0.0001811728	1	3	2	3	2	2	1	1	0	3	1	1	0	0	1	3	24	0	0	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr1	 57056334	 57056354	chr1-20603	    3.97	+			TE|unannotated	TE	TE	2	3.334704e-05	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	3	7	0	1.653847e-06	5.721566e-06	0	0	0	1.49363e-05
chr1	 57176972	 57176992	chr1-20622	    4.41	+			Other|unannotated	Other	Other	2	2.492677e-05	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	3	7	0	1.653847e-06	1.907189e-06	0	0	0	1.49363e-05
chr1	 58657219	 58657239	chr1-68	  178.90	-	ENSG00000162601	MYSM1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0005419141	3	3	3	3	2	2	1	1	2	3	1	1	0	0	1	5	31	7.605141e-05	6.615386e-06	2.670064e-05	2.254614e-05	0	0	4.480889e-05
chr1	 58781523	 58781543	chr1-187	  260.90	-	ENSG00000177606	JUN	3'UTR|intron	3'UTR	3'UTR	2	0.0005033223	3	3	3	3	1	2	1	1	2	4	0	2	0	0	1	3	29	0	1.653847e-06	1.144313e-05	2.254614e-05	0	0	0
chr1	 61457641	 61457661	chr1-418	   57.70	+	ENSG00000162599	NFIA	3'UTR|Other	3'UTR	3'UTR	2	0.0001684914	2	3	3	3	1	2	1	2	1	2	0	0	0	0	2	3	25	0	1.653847e-06	0	1.127307e-05	0	0	2.987259e-05
chr1	 61457641	 61457661	chr1-418	   57.70	+	ENSG00000162599	NFIA	3'UTR|Other	3'UTR	3'UTR	2	0.0001684914	2	3	3	3	1	2	1	2	1	2	0	0	0	0	2	3	25	0	1.653847e-06	0	1.127307e-05	0	0	2.987259e-05
chr1	 64304767	 64304787	chr1-9149	    8.37	+			TE|unannotated	TE	TE	2	0.0001149602	0	1	0	0	1	1	0	0	0	0	0	1	0	2	0	4	10	7.605141e-05	3.307693e-06	5.721566e-06	0	0	1.707971e-05	0
chr1	 65226820	 65226840	chr1-362	   82.00	+	ENSG00000162433	AK4	3'UTR|Other	3'UTR	3'UTR	2	0.00044102	3	3	3	3	2	1	1	0	0	3	0	1	1	0	1	4	26	0.0002281542	1.157693e-05	7.628754e-06	0	0	0	1.49363e-05
chr1	 65227002	 65227022	chr1-2322	   16.30	+	ENSG00000162433	AK4	3'UTR	3'UTR	3'UTR	1	6.201233e-05	1	2	3	3	1	1	0	0	0	2	1	1	0	1	2	3	21	0	0	3.814377e-06	0	0	8.539856e-06	1.49363e-05
chr1	 65227398	 65227418	chr1-202	   85.50	+	ENSG00000162433	AK4	3'UTR	3'UTR	3'UTR	1	0.0003035532	3	3	3	3	2	2	1	0	1	4	1	1	0	1	1	4	30	0	2.48077e-05	2.097907e-05	1.127307e-05	3.563538e-05	0	0
chr1	 65228732	 65228752	chr1-29	  261.80	+	ENSG00000162433	AK4	3'UTR|TE|Other	3'UTR	3'UTR	3	0.0006996547	3	3	3	3	2	1	1	1	1	4	0	1	1	2	2	3	31	0	9.92308e-06	7.628754e-06	5.636534e-05	0	0	0
chr1	 65231086	 65231106	chr1-6303	   10.60	+	ENSG00000162433	AK4	3'UTR	3'UTR	3'UTR	1	8.94078e-05	0	1	1	3	1	1	0	1	0	2	1	1	1	0	1	3	17	0	0	0	1.127307e-05	3.563538e-05	8.539856e-06	0
chr1	 65438118	 65438138	chr1-12564	    7.05	-			unannotated	UnAn	UnAn	1	4.194849e-05	0	0	0	0	1	1	0	0	0	1	1	1	0	1	2	3	11	0	4.96154e-06	1.907189e-06	0	0	8.539856e-06	0
chr1	 66985836	 66985856	chr1-41	  172.80	+	ENSG00000198160	MIER1	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0006001378	3	3	3	3	2	2	2	1	2	4	1	1	2	2	2	3	36	0	1.488462e-05	6.484441e-05	1.127307e-05	0	0	0
chr1	 66986776	 66986796	chr1-1658	   25.60	+	ENSG00000198160	MIER1	3'UTR	3'UTR	3'UTR	1	8.410914e-05	2	3	3	3	1	2	1	0	1	3	0	0	0	0	1	4	24	0	1.653847e-06	1.907189e-06	1.127307e-05	0	8.539856e-06	0
chr1	 66999572	 66999592	chr1-385	   50.20	-	ENSG00000116704	SLC35D1	3'UTR	3'UTR	3'UTR	1	0.0002585644	3	3	3	3	2	2	0	1	1	3	0	1	0	0	1	4	27	0	0	1.907189e-06	1.127307e-05	0	8.539856e-06	1.49363e-05
chr1	 67000343	 67000363	chr1-3178	   14.50	-	ENSG00000116704	SLC35D1	3'UTR	3'UTR	3'UTR	1	0.0001012273	1	2	2	3	2	1	0	1	1	1	1	1	0	0	0	4	20	0	4.96154e-06	1.907189e-06	0	3.563538e-05	0	1.49363e-05
chr1	 67001294	 67001314	chr1-165	   82.00	-	ENSG00000116704	SLC35D1	3'UTR	3'UTR	3'UTR	1	0.0002286154	3	3	3	3	2	2	1	0	0	3	0	0	0	0	2	3	25	0	3.307693e-06	0	1.127307e-05	0	0	2.987259e-05
chr1	 67004064	 67004084	chr1-142	  111.50	-	ENSG00000116704	SLC35D1	3'UTR	3'UTR	3'UTR	1	0.0003714546	3	3	3	3	2	1	1	1	2	3	1	2	0	1	0	3	29	0	1.653847e-06	5.721566e-06	1.127307e-05	0	0	0
chr1	 67410563	 67410583	chr1-4721	   11.50	-	ENSG00000142864	SERBP1	3'UTR	3'UTR	3'UTR	1	7.478706e-05	1	0	3	3	1	1	0	1	0	1	1	0	0	0	0	3	15	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr1	 67411464	 67411484	chr1-1437	   26.00	-	ENSG00000142864	SERBP1	3'UTR	3'UTR	3'UTR	1	7.314965e-05	1	1	3	3	1	2	1	1	1	2	0	1	0	0	2	3	22	0	4.96154e-06	1.907189e-06	1.127307e-05	0	0	0
chr1	 67412815	 67412835	chr1-9990	    7.05	-	ENSG00000142864	SERBP1	3'UTR	3'UTR	3'UTR	1	2.710528e-05	1	2	2	1	0	1	0	0	0	2	0	0	0	0	0	3	12	0	3.307693e-06	1.907189e-06	0	0	8.539856e-06	0
chr1	 70252499	 70252519	chr1-164	  132.20	+	ENSG00000116754	SRSF11	3'UTR	3'UTR	3'UTR	1	0.000328658	3	3	3	3	2	2	2	1	2	4	3	2	0	2	2	3	37	0	1.653847e-06	5.721566e-06	0	0	0	1.49363e-05
chr1	 70664927	 70664947	chr1-37842	    2.64	-				UnAn	UnAn	0	6.580216e-05	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	3	7	0	0	0	1.127307e-05	3.563538e-05	0	1.49363e-05
chr1	 70665729	 70665749	chr1-1109	   58.20	+			unannotated	UnAn	UnAn	1	0.0001819619	3	3	3	3	1	2	1	1	2	4	0	1	1	0	2	3	30	0	6.615386e-06	3.814377e-06	2.254614e-05	0	0	0
chr1	 72274516	 72274536	chr1-7076	    9.70	-	ENSG00000172260	NEGR1	intron	intron	intron	1	7.110943e-05	0	0	3	3	0	0	0	1	1	2	1	0	0	0	0	3	14	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr1	 75789522	 75789542	chr1-200	  149.40	+	ENSG00000137955	RABGGTB	downstream 10K|intron|snoRNA	snoRNA	snoRNA	3	0.001051219	3	3	3	1	2	2	2	2	3	4	3	3	2	3	1	3	40	0	1.653847e-06	0	1.127307e-05	0	0	4.480889e-05
chr1	 77482988	 77483008	chr1-14793	    4.85	+	ENSG00000154027	AK5	intron|Other	Other	Other	2	1.975653e-05	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	3	8	0	1.653847e-06	3.814377e-06	0	0	8.539856e-06	0
chr1	 77697172	 77697192	chr1-712	   45.00	-	ENSG00000077254	USP33	3'UTR	3'UTR	3'UTR	1	0.000277842	3	3	3	3	2	2	0	1	2	3	0	4	0	1	3	3	33	0	1.653847e-06	0	2.254614e-05	3.563538e-05	0	0
chr1	 77772983	 77773003	chr1-772	   29.50	-				UnAn	UnAn	0	0.0003777963	3	3	3	3	2	2	1	2	1	3	2	1	1	2	3	3	35	0	8.269233e-06	1.525751e-05	2.254614e-05	0	0	0
chr1	 77773122	 77773142	chr1-1352	  181.60	-				UnAn	UnAn	0	0.0003829205	3	3	3	3	2	2	1	0	0	4	1	1	0	3	2	3	31	0	1.653847e-06	1.907189e-06	0	0	3.415942e-05	0
chr1	 77773603	 77773623	chr1-1209	  189.50	-				UnAn	UnAn	0	0.0007469851	3	3	3	3	2	2	1	2	1	4	1	2	1	4	4	6	42	0	1.323077e-05	1.907189e-05	1.127307e-05	3.563538e-05	8.539856e-06	1.49363e-05
chr1	 77773711	 77773731	chr1-3817	   16.70	-				UnAn	UnAn	0	6.970215e-05	1	1	3	2	1	2	1	0	1	2	0	0	0	1	0	3	18	0	1.653847e-06	1.907189e-06	0	3.563538e-05	0	0
chr1	 77809887	 77809907	chr1-3240	   20.30	-				UnAn	UnAn	0	0.000149856	1	2	3	3	0	1	0	2	0	2	0	0	0	3	2	3	22	0	3.307693e-06	0	1.127307e-05	3.563538e-05	0	0
chr1	 77879135	 77879155	chr1-10953	    6.17	+	ENSG00000180488	MIGA1	3'UTR	3'UTR	3'UTR	1	4.014062e-05	0	0	2	3	0	1	0	0	0	2	0	1	0	0	0	3	12	0	0	1.907189e-06	1.127307e-05	0	1.707971e-05	0
chr1	 77946299	 77946319	chr1-48	  310.70	-	ENSG00000162613	FUBP1	3'UTR|intron	3'UTR	3'UTR	2	0.0008505739	3	3	3	3	2	2	2	2	3	3	3	2	1	0	2	3	37	0	1.157693e-05	1.907189e-06	1.127307e-05	0	0	0
chr1	 77948613	 77948633	chr1-23	  355.70	-	ENSG00000162613	FUBP1	3'UTR|intron	3'UTR	3'UTR	2	0.001217645	3	3	3	3	2	2	2	2	2	4	3	2	3	1	2	4	41	0	4.796155e-05	3.623658e-05	0	0	8.539856e-05	0.0001344267
chr1	 80425265	 80425285	chr1-22762	    3.97	+			unannotated	UnAn	UnAn	1	0.0001067602	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	3	9	7.605141e-05	1.653847e-06	0	0	0	0	1.49363e-05
chr1	 84389681	 84389701	chr1-19256	    3.97	+	ENSG00000203943	SAMD13	downstream 10K|intron|Other	Other	Other	3	3.274708e-05	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	3	9	0	1.653847e-06	1.907189e-06	0	0	0	1.49363e-05
chr1	 85583582	 85583602	chr1-4302	   19.00	+	ENSG00000142871	CCN1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001787889	2	2	2	3	2	1	1	1	0	4	2	3	0	1	1	3	28	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr1	 86954041	 86954061	chr1-960	   35.30	+	ENSG00000153936	HS2ST1	intron|Other	Other	Other	2	0.0004518277	0	1	2	1	1	1	0	0	1	2	1	2	0	2	4	3	21	0.0001521028	3.803847e-05	4.386534e-05	0	0	0	0
chr1	 87106711	 87106731	chr1-466	   49.40	+	ENSG00000153936	HS2ST1	3'UTR|intron	3'UTR	3'UTR	2	0.0002017865	3	3	3	3	1	2	1	0	0	3	0	1	0	1	0	5	26	0	6.615386e-06	2.479345e-05	1.127307e-05	0	8.539856e-06	1.49363e-05
chr1	 87107799	 87107819	chr1-3264	   12.80	+	ENSG00000153936	HS2ST1	3'UTR|intron	3'UTR	3'UTR	2	9.775241e-05	2	1	3	3	2	1	1	0	1	3	1	0	0	1	0	3	22	0	1.653847e-06	1.907189e-06	0	3.563538e-05	0	0
chr1	 87408897	 87408917	chr1-4619	   49.40	-			unannotated	UnAn	UnAn	1	0.0001745174	3	2	3	3	1	1	1	1	1	3	0	0	0	1	0	3	23	0	0	0	1.127307e-05	3.563538e-05	8.539856e-06	0
chr1	 88982481	 88982501	chr1-2484	   32.20	-	ENSG00000137944	KYAT3	3'UTR|intron	3'UTR	3'UTR	2	9.762946e-05	0	3	2	3	1	2	0	0	0	3	0	1	0	0	2	3	20	0	1.653847e-06	0	1.127307e-05	0	0	2.987259e-05
chr1	 89935859	 89935879	chr1-87	  297.00	+	ENSG00000171492	LRRC8D	3'UTR	3'UTR	3'UTR	1	0.0008442989	3	3	3	3	2	2	1	1	3	5	0	2	1	2	3	5	39	0	1.819231e-05	1.907189e-06	1.127307e-05	0	2.561957e-05	7.468148e-05
