chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	G3BP_E_M_1	G3BP_E_M_2	G3BP_E_M_3	G3BP_E_M_4	G3BP_E_M_5	G3BP_E_M_6
chr1	185101852	185101872	chr1-93	  122.10	+	ENSG00000121481	RNF2	3'UTR|Other	3'UTR	3'UTR	2	0.0005347632	3	3	3	3	2	2	1	1	2	4	1	0	0	1	3	3	32	0	0	0	0.0002145002	2.991898e-06	6.354418e-06
chr1	193085471	193085491	chr1-113	  133.10	+	ENSG00000116747	RO60	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0008118213	3	3	3	3	2	2	1	2	1	4	2	1	0	2	3	4	36	0	6.610259e-06	0	0.0002145002	0	5.295348e-06
chr1	193089750	193089770	chr1-1195	   37.50	+	ENSG00000116747	RO60	3'UTR|intron	3'UTR	3'UTR	2	0.0004436625	1	3	3	3	1	1	1	1	2	2	1	2	1	1	3	3	29	0	0	6.775068e-05	0.0002145002	0	1.05907e-06
chr1	194303110	194303130	chr1-84	  243.30	-			unannotated	UnAn	UnAn	1	0.0004774598	3	3	3	3	2	2	1	1	1	3	2	1	0	0	3	1	29	0	6.610259e-06	0	0	8.975694e-06	1.05907e-06
chr1	200176834	200176854	chr1-4057	   12.30	+	ENSG00000116833	NR5A2	3'UTR	3'UTR	3'UTR	1	4.970468e-05	1	3	3	2	1	2	0	1	0	2	0	1	0	0	3	2	21	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr1	202940963	202940983	chr1-49	  260.00	-	ENSG00000159346	ADIPOR1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0009834693	3	3	3	3	2	2	1	2	2	5	3	2	2	3	3	5	44	0	0	0.0001355014	0	5.983796e-06	1.482697e-05
chr1	203802745	203802765	chr1-57	  274.10	+	ENSG00000058673	ZC3H11A	5'UTR|3'UTR|intron|Other	3'UTR	3'UTR	4	0.001317819	3	3	3	3	2	2	2	1	3	5	2	4	1	2	3	6	45	0	6.610259e-06	0	0	5.983796e-06	1.164977e-05
chr1	204115482	204115502	chr1-6461	    9.70	-			unannotated	UnAn	UnAn	1	5.046471e-05	0	0	1	0	1	1	0	0	1	0	0	1	0	0	3	2	10	0	6.610259e-06	0	0	2.991898e-06	4.236278e-06
chr1	205194534	205194554	chr1-18605	    5.73	-	ENSG00000133059	DSTYK	intron|TE	TE	TE	2	0.0001866864	0	0	1	0	0	1	1	0	0	2	1	0	0	0	3	2	11	0.0001579779	6.610259e-06	0	0	0	3.177209e-06
chr1	205713218	205713238	chr1-73	  198.80	-	ENSG00000069275	NUCKS1	3'UTR	3'UTR	3'UTR	1	0.0007049062	3	3	3	3	2	2	2	1	4	4	2	2	1	1	3	5	41	0	6.610259e-06	0	0	1.196759e-05	9.531626e-06
chr1	205713603	205713623	chr1-66	  134.00	-	ENSG00000069275	NUCKS1	3'UTR	3'UTR	3'UTR	1	0.0006544975	3	3	3	3	2	2	1	1	2	5	1	2	1	3	3	5	40	0	6.610259e-06	0	0	2.991898e-06	3.177209e-06
chr1	205714214	205714234	chr1-773	   45.00	-	ENSG00000069275	NUCKS1	3'UTR	3'UTR	3'UTR	1	0.0002542799	2	3	3	3	2	2	1	1	2	3	0	2	0	1	3	3	31	0	2.644104e-05	0	0	2.991898e-06	2.118139e-06
chr1	211825386	211825406	chr1-320	   68.30	-	ENSG00000123684	LPGAT1	intron	intron	intron	1	0.0002117143	3	3	3	3	2	2	1	2	2	4	0	1	0	1	3	0	30	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr1	212590256	212590276	chr1-47	 1326.50	+	ENSG00000162772	ATF3	intron	intron	intron	1	0.003847438	3	3	3	3	2	2	2	2	3	4	4	4	3	3	3	5	49	0	1.983078e-05	0	0	0.0001675463	0.0001916916
chr1	213249811	213249831	chr1-1709	   30.40	+	ENSG00000136643	RPS6KC1	intron	intron	intron	1	0.0001396425	3	3	3	3	2	1	1	0	1	3	1	0	0	0	3	0	24	0	0	6.775068e-05	0	2.991898e-06	1.05907e-06
chr1	214038405	214038425	chr1-192	   92.50	+	ENSG00000117707	PROX1	3'UTR	3'UTR	3'UTR	1	0.0003428808	3	3	3	3	2	1	1	1	0	3	1	1	0	1	3	4	30	0	6.610259e-06	0	0	2.991898e-06	1.164977e-05
chr1	223863604	223863624	chr1-10	 1894.60	-				UnAn	UnAn	0	0.005883003	3	3	3	3	2	2	2	2	2	5	3	4	4	4	3	6	51	0	9.254363e-05	0	0	0.0001406192	0.00013662
chr1	225403158	225403178	chr1-22	  383.40	-	ENSG00000143815	LBR	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.001366009	3	3	3	3	2	2	2	1	2	4	3	2	1	3	3	3	40	0	0	0.000203252	0	2.991898e-06	1.05907e-06
chr1	225496736	225496756	chr1-238	  111.90	-	ENSG00000154380	ENAH	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004783176	3	3	3	3	2	2	1	2	2	3	0	1	0	1	3	5	34	0	1.322052e-05	0	0	2.991898e-06	4.236278e-06
chr1	225496736	225496756	chr1-238	  111.90	-	ENSG00000154380	ENAH	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004783176	3	3	3	3	2	2	1	2	2	3	0	1	0	1	3	5	34	0	1.322052e-05	0	0	2.991898e-06	4.236278e-06
chr1	225610284	225610304	chr1-2285	   19.00	-	ENSG00000154380	ENAH	intron	intron	intron	1	6.487837e-05	3	3	2	3	2	1	0	0	1	3	0	0	0	1	3	1	23	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr1	225610284	225610304	chr1-2285	   19.00	-	ENSG00000154380	ENAH	intron	intron	intron	1	6.487837e-05	3	3	2	3	2	1	0	0	1	3	0	0	0	1	3	1	23	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr1	227089635	227089655	chr1-4483	   14.50	-	ENSG00000143776	CDC42BPA	intron	intron	intron	1	0.000219012	0	0	1	0	1	1	0	0	0	2	0	1	0	1	3	3	13	0.0001579779	6.610259e-06	0	0	0	1.05907e-06
chr1	228558294	228558314	chr1-216	  168.40	-	ENSG00000251823	RNA5SP162		UnAn	UnAn	0	0.001371755	3	3	3	3	2	2	2	2	1	4	3	3	2	2	3	3	41	0	0	6.775068e-05	0	1.196759e-05	1.588604e-05
chr1	228612517	228612537	chr1-246	  187.70	-	ENSG00000201588	RNA5S2	rRNA	rRNA	ncRNA	1	0.00242326	3	3	3	3	2	2	2	2	1	5	4	3	3	2	3	3	44	0	6.610259e-06	0	0	2.094329e-05	1.482697e-05
chr1	228614759	228614779	chr1-248	  169.20	-	ENSG00000199337	RNA5S3	rRNA	rRNA	ncRNA	1	0.002492343	3	3	3	3	2	2	2	2	3	4	3	3	3	4	3	3	46	0	0	6.775068e-05	0	1.495949e-05	1.164977e-05
chr1	228621500	228621520	chr1-504	  145.00	-	ENSG00000200624	RNA5S6	rRNA	rRNA	ncRNA	1	0.002096879	3	3	3	3	2	2	2	2	2	4	2	2	2	2	3	1	38	0.0001579779	0	0	0	2.094329e-05	1.270884e-05
chr1	228628222	228628242	chr1-688	  143.70	-	ENSG00000201321	RNA5S9	rRNA	rRNA	ncRNA	1	0.0007287498	3	3	3	3	2	2	2	2	1	2	3	3	3	2	3	0	37	0.0001579779	0	0	0	5.983796e-06	7.413487e-06
chr1	228630409	228630429	chr1-264	  183.30	-	ENSG00000199910	RNA5S10	rRNA	rRNA	ncRNA	1	0.002347571	3	3	3	3	2	2	2	2	2	4	3	3	2	3	3	2	42	0	0	6.775068e-05	0	3.291088e-05	1.270884e-05
chr1	228632640	228632660	chr1-203	  188.20	-	ENSG00000199334	RNA5S11	rRNA	rRNA	ncRNA	1	0.002503079	3	3	3	3	2	2	2	2	3	4	4	3	2	4	3	3	46	0	0	6.775068e-05	0	2.692708e-05	1.37679e-05
chr1	228639345	228639365	chr1-271	  182.90	-	ENSG00000201355	RNA5S14	rRNA	rRNA	ncRNA	1	0.00244831	3	3	3	3	2	2	2	2	3	4	2	3	2	3	3	3	43	0	6.610259e-06	0	0	2.692708e-05	1.482697e-05
chr1	228643818	228643838	chr1-254	  170.60	-	ENSG00000202257	RNA5S16	rRNA	rRNA	ncRNA	1	0.002475201	3	3	3	3	2	2	2	2	2	3	3	4	2	4	3	1	42	0	0	6.775068e-05	0	2.393518e-05	1.270884e-05
chr1	231565891	231565911	chr1-119	  121.20	+	ENSG00000116918	TSNAX	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0003473484	3	3	3	3	1	2	1	1	1	4	2	0	0	1	3	2	30	0	6.610259e-06	0	0	5.983796e-06	3.177209e-06
chr1	235176418	235176438	chr1-613	   40.50	-	ENSG00000054267	ARID4B	downstream 10K|intron	intron	intron	2	0.0002178525	3	3	3	3	2	2	0	1	1	4	1	0	0	0	3	1	27	0	0	6.775068e-05	0	5.983796e-06	8.472557e-06
chr1	237603052	237603072	chr1-859	   48.90	+	ENSG00000198626	RYR2	intron	intron	intron	1	0.0001831282	2	3	1	3	2	2	2	1	0	2	2	2	1	2	3	1	29	0	6.610259e-06	0	0	5.983796e-06	3.177209e-06
chr1	244854143	244854163	chr1-2	 3627.50	-	ENSG00000153187	HNRNPU	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.01109862	3	3	3	3	2	2	2	2	3	5	4	3	3	4	4	7	53	0	7.271285e-05	0	0.0004290004	4.188657e-05	9.107999e-05
chr1	244854264	244854284	chr1-20	  498.90	-	ENSG00000153187	HNRNPU	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.002408058	3	3	3	3	2	2	2	2	2	4	3	3	2	4	5	7	50	0	6.610259e-06	6.775068e-05	0.0002145002	1.795139e-05	2.118139e-05
chr1	244854355	244854375	chr1-361	   97.40	-	ENSG00000153187	HNRNPU	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0004940733	3	3	3	3	2	2	1	1	1	4	0	1	2	1	3	3	33	0	6.610259e-06	6.775068e-05	0	2.991898e-06	0
chr1	246051632	246051652	chr1-1827	   20.30	-	ENSG00000185420	SMYD3	intron	intron	intron	1	0.0001251017	1	3	2	3	1	2	1	0	1	2	0	1	0	0	3	0	20	0	0	6.775068e-05	0	2.991898e-06	2.118139e-06
chr1	246448706	246448726	chr1-2619	   20.70	+			Other|unannotated	Other	Other	2	0.0004653397	0	1	0	1	1	1	0	0	0	1	1	2	0	2	4	3	17	0.0003159558	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr10	  3602827	  3602847	chr10-224	   31.30	+			unannotated	UnAn	UnAn	1	0.0001774243	3	3	2	3	2	1	1	1	1	2	2	2	0	0	3	0	26	0	6.610259e-06	6.775068e-05	0	5.983796e-06	0
chr10	  5457138	  5457158	chr10-33	  191.70	+	ENSG00000173848	NET1	3'UTR	3'UTR	3'UTR	1	0.000626441	3	3	3	3	2	2	1	2	1	5	2	3	0	1	3	5	39	0	6.610259e-06	6.775068e-05	0	0	6.354418e-06
chr10	  5765746	  5765766	chr10-3	 2637.70	-	ENSG00000057608	GDI2	3'UTR	3'UTR	3'UTR	1	0.006904876	3	3	3	3	2	2	2	2	4	5	3	4	3	4	3	6	52	0	3.966155e-05	0	0	2.991898e-05	3.812651e-05
chr10	  7817856	  7817876	chr10-864	   17.60	+			Other	Other	Other	1	0.0002287958	1	0	1	0	1	1	0	0	0	2	1	1	0	2	4	2	16	0.0001579779	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr10	  8141967	  8141987	chr10-6078	   24.20	+			unannotated	UnAn	UnAn	1	0.0003434312	3	3	2	0	2	2	1	0	0	3	2	1	0	0	3	0	22	0	0	6.775068e-05	0.0002145002	2.991898e-06	0
chr10	 11893219	 11893239	chr10-3054	    7.49	-	ENSG00000225778	PROSER2-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.98716e-05	0	0	0	1	1	0	0	0	0	0	1	1	0	1	3	3	11	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr10	 11893222	 11893242	chr10-499	   29.10	+			Other|unannotated	Other	Other	2	0.0002767941	0	0	1	3	1	1	0	0	0	2	1	2	1	2	3	3	20	0	1.322052e-05	0	0	5.983796e-06	1.05907e-06
chr10	 18625715	 18625735	chr10-257	   44.50	+			TE|unannotated	TE	TE	2	0.0007341583	1	1	3	2	1	1	0	1	0	1	1	2	0	2	4	4	24	0.0003159558	3.30513e-05	0	0	5.983796e-06	2.118139e-06
chr10	 18675401	 18675421	chr10-20	  146.30	+	ENSG00000165997	ARL5B	3'UTR	3'UTR	3'UTR	1	0.0006634172	3	3	3	3	2	2	1	1	2	5	1	2	1	0	3	5	37	0	1.983078e-05	0	0	8.975694e-06	2.012232e-05
chr10	 22536700	 22536720	chr10-5	  409.90	-	ENSG00000150867	PIP4K2A	3'UTR	3'UTR	3'UTR	1	0.001276329	3	3	3	3	2	2	1	1	1	4	2	2	1	4	3	5	40	0	1.983078e-05	6.775068e-05	0	0	2.224046e-05
chr10	 23138487	 23138507	chr10-14	  275.00	+			Other	Other	Other	1	0.001192316	3	3	3	3	2	2	1	2	2	4	3	3	1	2	4	6	44	0	4.627181e-05	0.0001355014	0	5.983796e-06	8.472557e-06
chr10	 28619962	 28619982	chr10-1755	   13.20	+	ENSG00000095787	WAC	3'UTR|Other	3'UTR	3'UTR	2	5.730288e-05	0	0	1	1	1	1	0	0	0	1	2	1	0	2	3	3	16	0	6.610259e-06	0	0	2.991898e-06	3.177209e-06
chr10	 32900616	 32900636	chr10-68	   92.10	-	ENSG00000150093	ITGB1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0007053682	3	3	3	3	2	2	1	1	1	3	3	2	1	3	3	5	39	0	0	0.0001355014	0	8.975694e-06	4.236278e-06
chr10	 32900736	 32900756	chr10-67	   62.10	-	ENSG00000150093	ITGB1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002392699	3	3	3	3	2	2	1	0	1	3	1	0	0	0	3	3	28	0	0	6.775068e-05	0	5.983796e-06	6.354418e-06
chr10	 32901391	 32901411	chr10-28	  147.60	-	ENSG00000150093	ITGB1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0006302428	3	3	3	3	2	2	1	2	2	4	3	2	1	1	3	6	41	0	1.322052e-05	0	0	5.983796e-06	4.236278e-06
chr10	 34391442	 34391462	chr10-80	   77.60	-	ENSG00000148498	PARD3	intron	intron	intron	1	0.000282027	3	3	3	3	2	2	1	2	2	4	1	0	0	1	3	2	32	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr10	 35009971	 35009991	chr10-30	  101.40	-	ENSG00000108094	CUL2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0003653335	3	3	3	3	2	2	1	2	1	3	2	1	0	1	3	5	35	0	6.610259e-06	0	0	1.495949e-05	1.05907e-06
chr10	 43464387	 43464407	chr10-16148	    2.20	+	ENSG00000243660	ZNF487	intron	intron	intron	1	1.191731e-05	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	5	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr10	 43788921	 43788941	chr10-65	   71.40	-				UnAn	UnAn	0	0.0002391656	3	3	3	3	2	2	1	1	1	3	1	1	1	1	3	3	32	0	1.983078e-05	0	0	8.975694e-06	2.118139e-06
chr10	 45004708	 45004728	chr10-76	   62.60	+	ENSG00000165512	ZNF22	3'UTR	3'UTR	3'UTR	1	0.0002475817	3	3	3	3	2	2	1	1	1	4	0	2	0	0	3	3	31	0	6.610259e-06	0	0	1.495949e-05	8.472557e-06
chr10	 50799708	 50799728	chr10-6	  332.30	-	ENSG00000148584	A1CF	3'UTR	3'UTR	3'UTR	1	0.001067628	3	3	3	3	2	2	1	1	2	4	2	4	1	2	3	4	40	0	6.610259e-06	0	0	8.975694e-06	6.354418e-06
chr10	 55016094	 55016114	chr10-1061	   19.80	+			Other|unannotated	Other	Other	2	0.0002300889	0	0	1	1	1	0	0	0	0	2	0	1	0	2	3	2	13	0.0001579779	1.322052e-05	0	0	0	3.177209e-06
chr10	 58829208	 58829228	chr10-592	   20.70	+	ENSG00000122870	BICC1	3'UTR|Other	3'UTR	3'UTR	2	0.0006010074	3	3	3	3	2	2	1	1	2	4	0	2	0	1	3	4	34	0	6.610259e-06	0	0	1.196759e-05	8.472557e-06
chr10	 58829217	 58829237	chr10-17	  176.30	+	ENSG00000122870	BICC1	3'UTR|Other	3'UTR	3'UTR	2	0.0006091033	3	3	3	3	2	2	1	1	2	4	0	2	0	1	3	4	34	0	6.610259e-06	0	0	1.196759e-05	8.472557e-06
chr10	 59789423	 59789443	chr10-223	   34.80	-	ENSG00000108091	CCDC6	3'UTR	3'UTR	3'UTR	1	0.0001743342	1	3	3	3	1	2	1	1	2	4	0	1	0	0	3	4	29	0	6.610259e-06	0	0	2.991898e-06	8.472557e-06
chr10	 68337776	 68337796	chr10-350	   27.30	+	ENSG00000096746	HNRNPH3	intron|Other	Other	Other	2	0.0001705641	3	3	3	3	2	2	2	1	2	3	3	2	1	1	3	1	35	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr10	 69024891	 69024911	chr10-475	   22.00	+	ENSG00000198954	KIFBP	downstream 10K|intron|Other	Other	Other	3	0.0002755558	2	0	2	3	2	2	1	0	1	2	2	0	1	2	3	2	25	0.0001579779	1.322052e-05	0	0	0	3.177209e-06
chr10	 70152025	 70152045	chr10-9	  366.20	-	ENSG00000079332	SAR1A	3'UTR	3'UTR	3'UTR	1	0.0012908	3	3	3	3	2	2	1	2	3	4	2	2	0	0	3	5	38	0	0	6.775068e-05	0	2.991898e-05	2.224046e-05
chr10	 70352233	 70352253	chr10-61	  910.10	+			unannotated	UnAn	UnAn	1	0.002705978	3	3	3	3	2	2	2	2	2	4	3	4	1	1	3	6	44	0	1.322052e-05	0	0	0.000146603	0.0001779237
chr10	 73007485	 73007505	chr10-152	   46.70	-	ENSG00000122884	P4HA1	3'UTR	3'UTR	3'UTR	1	0.0003941533	2	3	3	3	1	1	1	0	1	2	1	0	0	0	3	1	22	0	0	6.775068e-05	0.0002145002	0	3.177209e-06
chr10	 75180035	 75180055	chr10-90	   50.70	+	ENSG00000156671	SAMD8	3'UTR	3'UTR	3'UTR	1	0.0002980079	2	3	3	3	2	2	1	1	2	4	1	0	0	1	3	0	28	0	0	6.775068e-05	0	1.795139e-05	7.413487e-06
chr10	 79513426	 79513446	chr10-2	 3092.00	+	ENSG00000253626	EIF5AL1	3'UTR	3'UTR	3'UTR	1	0.008192612	3	3	3	3	2	2	1	2	2	4	4	4	3	4	4	6	50	0	0.0001255949	6.775068e-05	0	0.0001107002	4.977627e-05
chr10	 80246886	 80246906	chr10-115	   67.00	-				UnAn	UnAn	0	0.0004024266	2	3	3	3	2	2	1	0	0	2	1	2	2	2	3	4	32	0	6.610259e-06	0	0	8.975694e-06	2.118139e-06
chr10	 80519528	 80519548	chr10-32	  134.90	+	ENSG00000108219	TSPAN14	3'UTR	3'UTR	3'UTR	1	0.0005407963	3	3	3	3	1	2	1	0	2	3	0	0	0	0	3	2	26	0.0001579779	0	0	0	2.991898e-06	8.472557e-06
chr10	 87050562	 87050582	chr10-4	 1279.40	-	ENSG00000148672	GLUD1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.003625586	3	3	3	3	2	2	2	2	2	4	4	3	2	3	5	4	47	0	2.644104e-05	6.775068e-05	0.0002145002	2.393518e-05	2.753581e-05
chr10	 90912277	 90912297	chr10-11	  222.60	-	ENSG00000148677	ANKRD1	3'UTR	3'UTR	3'UTR	1	0.00124038	3	3	3	3	2	2	1	2	1	5	3	3	2	2	3	6	44	0	0	6.775068e-05	0	1.495949e-05	4.342185e-05
chr10	 92695593	 92695613	chr10-29	  136.60	+	ENSG00000152804	HHEX	3'UTR	3'UTR	3'UTR	1	0.0004135044	3	3	3	3	2	2	1	0	1	3	1	1	1	3	3	3	33	0	6.610259e-06	0	0	1.196759e-05	2.118139e-06
chr10	 92915562	 92915582	chr10-2240	   19.40	-			unannotated	UnAn	UnAn	1	0.0002288991	1	1	2	0	1	1	1	0	0	2	1	2	0	2	3	3	20	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr10	 93454986	 93455006	chr10-2191	   10.10	+			TE|unannotated	TE	TE	2	5.60444e-05	0	0	2	0	1	1	0	1	0	1	0	2	0	0	3	3	14	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr10	 94602711	 94602731	chr10-24	  178.00	+	ENSG00000119969	HELLS	3'UTR|intron|lncRNA	3'UTR	3'UTR	3	0.0007648307	3	3	3	3	2	2	1	2	1	4	2	2	1	3	3	6	41	0	1.322052e-05	0	0	5.983796e-06	4.236278e-06
chr10	 95257207	 95257227	chr10-1814	    8.37	-	ENSG00000107438	PDLIM1	intron	intron	intron	1	3.099863e-05	2	2	2	3	0	1	0	0	0	1	0	1	0	0	3	0	15	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr10	100361756	100361776	chr10-8	  328.30	+	ENSG00000099194	SCD	3'UTR	3'UTR	3'UTR	1	0.0009208444	3	3	3	3	2	2	1	2	2	3	3	2	0	4	3	4	40	0	1.322052e-05	0	0	8.975694e-06	5.295348e-06
chr10	100364131	100364151	chr10-1	 3008.30	+	ENSG00000099194	SCD	3'UTR	3'UTR	3'UTR	1	0.01171036	3	3	3	3	2	2	2	2	4	5	4	4	3	4	5	7	56	0	0.0002776309	0.0002710027	0.0004290004	0.0001705382	9.42572e-05
chr10	100364702	100364722	chr10-72	   76.70	+	ENSG00000099194	SCD	3'UTR	3'UTR	3'UTR	1	0.0005812241	3	3	3	3	2	2	2	1	1	3	1	2	1	0	3	3	33	0	0	6.775068e-05	0.0002145002	0	1.05907e-06
chr10	100397597	100397617	chr10-5511	    5.29	+	ENSG00000235823	OLMALINC	intron|lncRNA	lncRNA	ncRNA	2	1.797529e-05	1	1	0	2	1	0	0	0	0	1	0	0	0	0	3	0	9	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr10	101364911	101364931	chr10-275	  199.20	-	ENSG00000222414	RNU2-59P	snRNA	snRNA	ncRNA	1	0.0008357365	3	3	3	3	2	2	2	2	1	3	3	4	2	2	3	3	41	0	1.322052e-05	0	0.0002145002	0	5.295348e-06
chr10	116898730	116898750	chr10-7	  320.80	-	ENSG00000187164	SHTN1	downstream 10K|intron	intron	intron	2	0.0009607875	3	3	3	3	1	2	1	1	2	5	1	1	0	1	3	3	33	0	6.610259e-06	0	0	8.975694e-06	1.800418e-05
chr10	119167744	119167764	chr10-35	  106.70	-	ENSG00000165672	PRDX3	3'UTR	3'UTR	3'UTR	1	0.0004944916	3	3	3	3	2	2	1	2	2	3	3	3	1	2	3	3	39	0	6.610259e-06	6.775068e-05	0	0	1.05907e-06
chr10	120909009	120909029	chr10-1545	   10.10	+	ENSG00000120008	WDR11	3'UTR	3'UTR	3'UTR	1	0.0001825707	2	1	2	2	1	1	0	0	0	1	0	0	0	0	3	2	15	0.0001579779	0	0	0	5.983796e-06	1.05907e-06
chr11	  1802742	  1802762	chr11-124	   83.70	-				UnAn	UnAn	0	0.001398685	3	3	3	3	2	2	2	2	3	4	3	4	3	4	3	6	50	0	2.644104e-05	0	0	2.991898e-05	2.43586e-05
chr11	  2130551	  2130571	chr11-3	 1903.90	-	ENSG00000167244	IGF2	3'UTR	3'UTR	3'UTR	1	0.006725918	3	3	3	3	2	2	2	2	2	5	4	3	3	4	5	4	50	0.0001579779	6.610259e-05	6.775068e-05	0	2.692708e-05	1.270884e-05
chr11	  3970697	  3970717	chr11-63	  172.80	-			Other	Other	Other	1	0.0006733361	1	3	3	3	2	2	2	2	2	3	1	2	0	2	4	4	36	0	1.322052e-05	6.775068e-05	0	5.983796e-06	8.472557e-06
chr11	  9281261	  9281281	chr11-374	   40.50	-	ENSG00000166471	TMEM41B	3'UTR|intron	3'UTR	3'UTR	2	0.0001426238	3	3	3	3	2	2	1	0	1	3	1	1	1	1	3	2	30	0	6.610259e-06	0	0	2.991898e-06	5.295348e-06
chr11	 10508935	 10508955	chr11-173	  127.40	-			downstream 10K	DS10K	DS10K	1	0.000738795	3	3	3	3	2	2	2	2	2	3	2	3	2	3	3	3	41	0	0	0	0.0002145002	8.975694e-06	2.118139e-06
chr11	 10509264	 10509284	chr11-302	  107.50	-			downstream 10K	DS10K	DS10K	1	0.001449717	3	3	3	3	2	2	2	2	3	4	3	3	2	4	5	4	48	0.0003159558	0.0001388154	0	0.0002145002	5.983796e-06	1.05907e-06
chr11	 12937800	 12937820	chr11-166	   56.90	+	ENSG00000187079	TEAD1	3'UTR	3'UTR	3'UTR	1	0.0002636429	2	3	3	3	2	2	1	1	1	3	1	1	1	2	3	4	33	0	1.322052e-05	0	0	5.983796e-06	7.413487e-06
chr11	 14672926	 14672946	chr11-342	   59.10	-				UnAn	UnAn	0	0.00031456	1	3	3	3	2	2	0	0	0	3	2	2	0	1	4	2	28	0.0001579779	1.983078e-05	0	0	2.991898e-06	2.118139e-06
chr11	 16755834	 16755854	chr11-64	  154.20	+	ENSG00000110696	C11orf58	3'UTR	3'UTR	3'UTR	1	0.0009517722	3	3	3	3	2	2	2	2	3	3	0	3	1	3	4	4	41	0	0	6.775068e-05	0.0002145002	2.991898e-06	8.472557e-06
chr11	 26223601	 26223621	chr11-1831	   16.30	+	ENSG00000134343	ANO3	intron	intron	intron	1	0.0001937016	0	1	3	0	1	1	0	0	0	3	1	1	1	0	3	3	18	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr11	 27495725	 27495745	chr11-41	  158.70	-	ENSG00000148943	LIN7C	3'UTR	3'UTR	3'UTR	1	0.0007277975	3	3	3	3	2	2	1	2	2	4	1	2	2	3	4	6	43	0	6.610259e-06	6.775068e-05	0	1.495949e-05	1.694511e-05
chr11	 47623374	 47623394	chr11-3603	   11.50	+			TE|unannotated	TE	TE	2	0.00027935	1	0	0	0	1	1	0	0	0	1	1	1	0	1	3	3	13	0.0001579779	1.322052e-05	0	0	0	1.05907e-06
chr11	 61864187	 61864207	chr11-3035	   21.60	-			downstream 10K|TE	TE	TE	2	0.0001975024	2	1	3	2	1	0	1	0	2	2	0	1	0	0	3	3	21	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr11	 62853921	 62853941	chr11-72	  349.50	-	ENSG00000255717	SNHG1	intron|lncRNA|ncRNA_Retained_intron	lncRNA	ncRNA	3	0.001587871	3	3	2	2	2	2	2	2	3	4	4	2	2	3	3	2	41	0	1.322052e-05	0	0	1.196759e-05	2.118139e-06
chr11	 62854633	 62854653	chr11-44	  719.70	-	ENSG00000255717	SNHG1	intron|lncRNA|snoRNA|ncRNA_Retained_intron	lncRNA	ncRNA	4	0.002618547	3	3	3	3	2	2	2	2	3	4	4	4	3	2	3	2	45	0	0	6.775068e-05	0	4.188657e-05	2.118139e-06
chr11	 62855021	 62855041	chr11-212	  439.00	-	ENSG00000255717	SNHG1	intron|lncRNA|snoRNA|ncRNA_Retained_intron	lncRNA	ncRNA	4	0.00191365	3	3	3	3	2	2	2	2	3	3	4	4	4	3	3	0	44	0	0	0	0.0002145002	5.983796e-06	1.05907e-06
